id,type,room,start,end,language,zh,en,speakers,tags,co_write,slide,record,year
QBHUWY,k0it1p,TR410,2020-08-01 10:45:00,2020-08-01 11:15:00,漢語,"{'title': '模糊也是一種美 - 從 BlurHash 探討前後端上傳圖片架構', 'description': 'BlurHash 可以用來增強在觀看圖片時的使用者體驗，用 30 bytes 就能呈現出有意義的 placeholder。\r\n\r\n但不同的圖片存取架構在實作 BlurHash encode 的時候會有不同做法。\r\n\r\n這次的分享就會用 BlurHash 做為引子，帶入前端上傳圖片以及後端上傳圖片兩種系統架構要注意的地方。\r\n\r\n主要內容包括：BlurHash、S3、CDN、Nodejs、SocketIO、Message queue、Image processing, Lazy loading、React\r\n\r\nkewang 會以後端為主，分享以前後端不同方式上傳圖片的注意事項；而 simon 則會以前端 React 為主，並帶入 BlurHash + Lazy loading 的實作過程以及注意事項\n\n---\n\nBlurHash 可以用來增強在觀看圖片時的使用者體驗，用 30 bytes 就能呈現出有意義的 placeholder。\r\n\r\n但不同的圖片存取架構在實作 BlurHash encode 的時候會有不同做法。\r\n\r\n這次的分享就會用 BlurHash 做為引子，帶入前端上傳圖片以及後端上傳圖片兩種系統架構要注意的地方。\r\n\r\n主要內容包括：BlurHash、S3、CDN、Nodejs、SocketIO、Message queue、Image processing, Lazy loading、React\r\n\r\nkewang 會以後端為主，分享以前後端不同方式上傳圖片的注意事項；而 simon 則會以前端 React 為主，並帶入 BlurHash + Lazy loading 的實作過程以及注意事項'}","{'title': 'Understanding two architectures of uploading image and how to use BlurHash', 'description': 'BlurHash can be used to enhance the user experience when loading pictures. A meaningful placeholder can be presented less than 30 bytes.\r\n\r\nIn this talk, we will compare two architectures when access (upload & download) the images and how to implement them.\r\n\r\nThe talk includes BlurHash, S3, CDN, Socket IO, Message Queue, Lazy loading and React.\n\n---\n\nBlurHash can be used to enhance the user experience when loading pictures. A meaningful placeholder can be presented less than 30 bytes.\r\n\r\nIn this talk, we will compare two architectures when access (upload & download) the images and how to implement them.\r\n\r\nThe talk includes BlurHash, S3, CDN, Socket IO, Message Queue, Lazy loading and React.'}","['Z3UFTJ', '8R8X8H']",['Skilled'],https://hackmd.io/@coscup/Hy_2MdpgD,,https://www.youtube.com/watch?v=l1JVBX3tsMY,2020
9PCMVJ,0rra9d,TR309,2020-08-01 12:30:00,2020-08-01 12:55:00,漢語,"{'title': '使用開源軟體來進行「3D 建模及快速成型實務」教學', 'description': '電資領域的學生經常會有實作專題的需求，這些專題又經常會需要機械結構的配合，例如無人自走車、機器人、四軸機等..這些機械零件有些可以在市場上面採購得到，但是絕大數的情況下是沒有市售零件可供採購的，在這種情況下使用 3D 列印機或是 CNC 來進行快速成型就成為一個非常好的選擇。本次要分享的是個人在「3D 建模及快速成型實務」課程中如何使用開源軟體來進行教學以及帶學生參加競賽的心得，在整個流程中最重要的並不是 3D 列印機或是 CNC，而是建立 3D 模型的工具。因此如何選用一個開源且功能強大的 3D 建模工具是非常重要的，在本報告中我們將介紹使用開源工具進行 5 年教學與經驗，並分享本人在 youtube 上所開設的教學頻道「Linux 好好玩實驗室」中所錄製的教學影片。\n\n---\n\n針對學生在專題機械結構方面的需求，我們開設了「3D 建模及快速成型實務」課程，這邊要特別說明的是課程內容著重在「3D 建模」以及「快速成型」兩個部份，其中「3D 建模」的部份主要使用 FreeCAD 這套開源軟體。而「快速成型」並不僅僅是「3D 列印」這項技術而已，還包括另一個相當成熟的技術，也就是「CNC 加工」，這兩個技術都可以拿來作為「快速成型」使用。\r\n\r\n近年來由於 3D 列印技術專利過期的緣故，許多 3D 列印機紛紛出現在市場上，也因此造成一股創客的風潮。講到 3D 列印，很多人會覺得這是很複雜的東西，一定要有相當專業的能力才行，老實說，這種說法不算對，也不算不對。如果要畫很複雜的機械模型，那的確需要一段時間的訓練，但如果只是要畫一些簡單的小東西像指尖陀螺、手機架之類的模型，那只要幾天的時間就可以上手了。\r\n\r\n除了 3D 列印之外，另一個快速成型的方式是使用 CNC (Computer Numerical Control：CNC 加工維基網頁 - https://zh.wikipedia.org/wiki/數值控制工具機) 加工，CNC 加工的哲學與 3D 列印不同，3D 列印是從無到有作出一個 3D 模型出來，而 CNC 加工則是把一整塊材料一點一點的切削掉，一直到變成我們想要的形狀為止。由於 CNC 進行切削的工具是鑽頭，加工過程具有相當的危險性，再加上切削時會產生許多粉塵或是金屬碎屑，因此對於一般人來說，CNC 加工是非常專業的領域，只有機械方面的人才有足夠的專業知識來駕馭 CNC 這項工具，一般普羅大眾是沒有能力使用 CNC 來進行加工的。\r\n\r\n不管是使用 CNC 或是 3D 列印機來進行快速成型，其重點都在於前期的 3D 建模作業，為了避免學校財務方面的負擔，並讓學生可以自由的在家裡使用無需付費，本課程在一開始即規劃以「自由軟體」為主的教學方式。而經過這麼多年的實際驗證，包括讓學生進行大學部專題、研究所論文乃至於帶領學生參加經濟部「3D\r\n列印主題創作競賽」獲得優等、佳作、最佳人氣獎 .. 等獎項。足以證明我們所開發的教學流程及所使用的環境是適用在學校及個人使用等方面，甚至是一般小型工廠使用也足以應付所需。'}","{'title': '使用開源軟體來進行「3D 建模及快速成型實務」教學', 'description': '電資領域的學生經常會有實作專題的需求，這些專題又經常會需要機械結構的配合，例如無人自走車、機器人、四軸機等..這些機械零件有些可以在市場上面採購得到，但是絕大數的情況下是沒有市售零件可供採購的，在這種情況下使用 3D 列印機或是 CNC 來進行快速成型就成為一個非常好的選擇。本次要分享的是個人在「3D 建模及快速成型實務」課程中如何使用開源軟體來進行教學以及帶學生參加競賽的心得，在整個流程中最重要的並不是 3D 列印機或是 CNC，而是建立 3D 模型的工具。因此如何選用一個開源且功能強大的 3D 建模工具是非常重要的，在本報告中我們將介紹使用開源工具進行 5 年教學與經驗，並分享本人在 youtube 上所開設的教學頻道「Linux 好好玩實驗室」中所錄製的教學影片。\n\n---\n\n針對學生在專題機械結構方面的需求，我們開設了「3D 建模及快速成型實務」課程，這邊要特別說明的是課程內容著重在「3D 建模」以及「快速成型」兩個部份，其中「3D 建模」的部份主要使用 FreeCAD 這套開源軟體。而「快速成型」並不僅僅是「3D 列印」這項技術而已，還包括另一個相當成熟的技術，也就是「CNC 加工」，這兩個技術都可以拿來作為「快速成型」使用。\r\n\r\n近年來由於 3D 列印技術專利過期的緣故，許多 3D 列印機紛紛出現在市場上，也因此造成一股創客的風潮。講到 3D 列印，很多人會覺得這是很複雜的東西，一定要有相當專業的能力才行，老實說，這種說法不算對，也不算不對。如果要畫很複雜的機械模型，那的確需要一段時間的訓練，但如果只是要畫一些簡單的小東西像指尖陀螺、手機架之類的模型，那只要幾天的時間就可以上手了。\r\n\r\n除了 3D 列印之外，另一個快速成型的方式是使用 CNC (Computer Numerical Control：CNC 加工維基網頁 - https://zh.wikipedia.org/wiki/數值控制工具機) 加工，CNC 加工的哲學與 3D 列印不同，3D 列印是從無到有作出一個 3D 模型出來，而 CNC 加工則是把一整塊材料一點一點的切削掉，一直到變成我們想要的形狀為止。由於 CNC 進行切削的工具是鑽頭，加工過程具有相當的危險性，再加上切削時會產生許多粉塵或是金屬碎屑，因此對於一般人來說，CNC 加工是非常專業的領域，只有機械方面的人才有足夠的專業知識來駕馭 CNC 這項工具，一般普羅大眾是沒有能力使用 CNC 來進行加工的。\r\n\r\n不管是使用 CNC 或是 3D 列印機來進行快速成型，其重點都在於前期的 3D 建模作業，為了避免學校財務方面的負擔，並讓學生可以自由的在家裡使用無需付費，本課程在一開始即規劃以「自由軟體」為主的教學方式。而經過這麼多年的實際驗證，包括讓學生進行大學部專題、研究所論文乃至於帶領學生參加經濟部「3D\r\n列印主題創作競賽」獲得優等、佳作、最佳人氣獎 .. 等獎項。足以證明我們所開發的教學流程及所使用的環境是適用在學校及個人使用等方面，甚至是一般小型工廠使用也足以應付所需。'}",['CMB3GA'],['Skilled'],https://hackmd.io/@coscup/SykVMuTxv,,,2020
YDG9M7,2uvlr5,TR411,2020-08-02 10:40:00,2020-08-02 11:10:00,漢語,"{'title': '使用 Rails Engine 製作開源套件', 'description': '本議程會說明如何使用 Rails Engine 製作開源套件，以及我使用 Rails Engine 製作 kamigo 套件過程中的心得。\r\n\r\nkamigo 是一個 Rails 聊天機器人框架，讓你可以開發 LINE Bot 就像開發 rails 網站一樣容易。\r\n\r\nRails Engine 是 Rails 提供的一個功能，它能讓你快速製作能在 Rails 上使用的套件，你可以在套件上製作一組完整的功能包含 routes、controller、model、view、javascript、css、config 甚至更多。\n\n---\n\n本議程設定的聽眾程度為中級，你寫過 Rails 網站一段時間，而且你想要將你常用的功能製作成一個屬於自己的套件。\r\n\r\n本議程包含以下內容：\r\n\r\n- 使用 Rails Engine 建立一個新的套件\r\n- 設定套件的依賴關係\r\n- 把自己常用的功能逐步移植到套件內\r\n- 測試套件是否正常\r\n- 發布套件\r\n- 其他注意事項\r\n- 簡單介紹我做的套件 kamigo'}","{'title': '使用 Rails Engine 製作開源套件', 'description': '本議程會說明如何使用 Rails Engine 製作開源套件，以及我使用 Rails Engine 製作 kamigo 套件過程中的心得。\r\n\r\nkamigo 是一個 Rails 聊天機器人框架，讓你可以開發 LINE Bot 就像開發 rails 網站一樣容易。\r\n\r\nRails Engine 是 Rails 提供的一個功能，它能讓你快速製作能在 Rails 上使用的套件，你可以在套件上製作一組完整的功能包含 routes、controller、model、view、javascript、css、config 甚至更多。\n\n---\n\n本議程設定的聽眾程度為中級，你寫過 Rails 網站一段時間，而且你想要將你常用的功能製作成一個屬於自己的套件。\r\n\r\n本議程包含以下內容：\r\n\r\n- 使用 Rails Engine 建立一個新的套件\r\n- 設定套件的依賴關係\r\n- 把自己常用的功能逐步移植到套件內\r\n- 測試套件是否正常\r\n- 發布套件\r\n- 其他注意事項\r\n- 簡單介紹我做的套件 kamigo'}",['ASAT7M'],['Skilled'],https://hackmd.io/@coscup/ByfMNupxv,,,2020
U7VP8N,iktad3,TR311,2020-08-02 14:00:00,2020-08-02 14:30:00,漢語,"{'title': '工程師該知道的人體工學', 'description': '寫程式就應該把手放在桌上嗎？不然呢！使用一個傳統鍵盤對你的手腕造成的傷害很大，最適合工程師的 coding 姿勢 (不是知識) 是什麼呢？該使用什麼樣的鍵盤對你的傷害比較小呢？我來分享使用鍵盤最舒服的姿勢！\n\n---\n\n寫程式就應該把手放在桌上嗎？不然呢！使用一個傳統鍵盤對你的手腕造成的傷害很大，最適合工程師的 coding 姿勢 (不是知識) 是什麼呢？該使用什麼樣的鍵盤對你的傷害比較小呢？我來分享使用鍵盤最舒服的姿勢！'}","{'title': 'Ergonomics for computer engineer', 'description': '寫程式就應該把手放在桌上嗎？不然呢！使用一個傳統鍵盤對你的手腕造成的傷害很大，最適合工程師的 coding 姿勢 (不是知識) 是什麼呢？該使用什麼樣的鍵盤對你的傷害比較小呢？我來分享使用鍵盤最舒服的姿勢！\n\n---\n\n寫程式就應該把手放在桌上嗎？不然呢！使用一個傳統鍵盤對你的手腕造成的傷害很大，最適合工程師的 coding 姿勢 (不是知識) 是什麼呢？該使用什麼樣的鍵盤對你的傷害比較小呢？我來分享使用鍵盤最舒服的姿勢！'}",['W8MCVD'],['Beginner'],https://hackmd.io/@coscup/rJtfBdaeD,,https://www.youtube.com/watch?v=p7gZdOTpbP8,2020
Z7HWSQ,4vqyto,RB105,2020-08-02 17:10:00,2020-08-02 17:25:00,English,"{'title': '閉幕', 'description': 'Closing 閉幕\n\n---\n\nClosing 閉幕'}","{'title': 'Closing', 'description': 'Closing\n\n---\n\nClosing'}",['8DZ8SW'],['Beginner'],,,https://www.youtube.com/watch?v=XBoRZcR1OHM,2020
ZDJMRL,eiif5v,TR313,2020-08-02 11:20:00,2020-08-02 11:50:00,漢語,"{'title': '從 E2020 開始的 QuickJS 解析', 'description': '從 ECMAScript 2020 標準的新功能介紹，Quickjs 引擎\n\n---\n\nQuickJS是Fabrice Bellard 編寫的小型可用於嵌入系統的 Javascript 引擎。\r\n這邊將解釋 ECMAScript-262 標準，通過這些新功能和方法介紹 ES2020的 一些新功能。 另外，從原始碼中一步一步地探索 quickjs 在C語言實作 ，並提供一些有關開發和打包的說明。'}","{'title': 'Introduce QuickJS from ES2020', 'description': ""Introduce Quickjs framework, through the new feature of ECMAScript 2020 standard\n\n---\n\nQuickJS is a small and embeddable Javascript engine by Fabrice Bellard.\r\nIn this section, I'll explain the ECMAScript-262 standard, introduce several new features of ES2020, through these new features and methods. Also, explore the implementation of quickjs in C language, step by step in the source, and additionally make some instructions on development and packaging.""}",['M9TXMP'],['Skilled'],https://hackmd.io/@coscup/SkPvzdTlw,,https://www.youtube.com/watch?v=oYkZU8TX83M,2020
NUHQZK,flzl6m,TR212,2020-08-01 13:00:00,2020-08-01 13:40:00,漢語,"{'title': '口罩地圖技術開源', 'description': '這次台灣在防疫的表現上是亮眼的，其中最早的科技防疫「口罩地圖」扮演了拋磚引玉的作用，透過 Google Map 的結合，讓許多民眾可以很容易的找尋口罩物資，之後行政院也拍板釋出口罩存量的 open data，讓整個開放社群有更多資訊力量的投入。\n\n---\n\n介紹第一版「超商口罩地圖」的起源和概念，與第二版「藥局口罩地圖」的團隊組組成與技術應用，第二版口罩地圖是兩位 GDE 與三位 GDG organizer 的協同作業，在短短一個晚上時間內，使用 Google 雲端服務，做好能夠扛載第一天 80 萬次數的使用量。'}","{'title': '口罩地圖技術開源', 'description': '這次台灣在防疫的表現上是亮眼的，其中最早的科技防疫「口罩地圖」扮演了拋磚引玉的作用，透過 Google Map 的結合，讓許多民眾可以很容易的找尋口罩物資，之後行政院也拍板釋出口罩存量的 open data，讓整個開放社群有更多資訊力量的投入。\n\n---\n\n介紹第一版「超商口罩地圖」的起源和概念，與第二版「藥局口罩地圖」的團隊組組成與技術應用，第二版口罩地圖是兩位 GDE 與三位 GDG organizer 的協同作業，在短短一個晚上時間內，使用 Google 雲端服務，做好能夠扛載第一天 80 萬次數的使用量。'}","['GJ3DDB', 'KYRMA3', 'CPHBPV', 'ZFJMPR', 'FLWRDG', 'Y9LQXE', 'TH3XRM']",['Skilled'],https://hackmd.io/@coscup/SkOqWupeD,,,2020
LQESM8,0rra9d,TR309,2020-08-01 10:00:00,2020-08-01 10:25:00,漢語,"{'title': '開源軟硬體教學之路 - MIT App Inventor', 'description': '我將分享這十年來，我與 CAVEDU 教育團隊在使用 App Inventor 教學上的心得，以及 2017 - 2018 受邀至 MIT CSAIL 與 App Inentor 團隊共事的點點滴滴。MIT App Inventor (https://appinventor.mit.edu/) 是一套針對 Android 裝置的圖形化開發環境，不需要複雜的程式語言也能完成你的第一個 app，這就是創辦人 Hal Abelson 教授所提倡的 ""computional action (運算行動)""\n\n---\n\n我將分享這十年來，我與 CAVEDU 教育團隊在使用 App Inventor 教學上的心得，以及 2017 - 2018 受邀至 MIT CSAIL 與 App Inentor 團隊共事的點點滴滴，分享內容包括 app inventor 元件開發、CAVEDU 如何使用 app inventor 來教學，以及與優秀者共事的一些震撼教育'}","{'title': '開源軟硬體教學之路 - MIT App Inventor', 'description': '我將分享這十年來，我與 CAVEDU 教育團隊在使用 App Inventor 教學上的心得，以及 2017 - 2018 受邀至 MIT CSAIL 與 App Inentor 團隊共事的點點滴滴。MIT App Inventor (https://appinventor.mit.edu/) 是一套針對 Android 裝置的圖形化開發環境，不需要複雜的程式語言也能完成你的第一個 app，這就是創辦人 Hal Abelson 教授所提倡的 ""computional action (運算行動)""\n\n---\n\n我將分享這十年來，我與 CAVEDU 教育團隊在使用 App Inventor 教學上的心得，以及 2017 - 2018 受邀至 MIT CSAIL 與 App Inentor 團隊共事的點點滴滴，分享內容包括 app inventor 元件開發、CAVEDU 如何使用 app inventor 來教學，以及與優秀者共事的一些震撼教育'}",['ZV3L8B'],['Beginner'],https://hackmd.io/@coscup/rJnXGOpgv,,,2020
3KLLRA,bxjjci,TR412-2,2020-08-02 11:00:00,2020-08-02 11:45:00,English,"{'title': 'Graph Powered COVID-19 Japan Tracker', 'description': ""How did we organize the distributed data and how did we gain new insights from the related patient information?\r\n\r\nWhat's wrong with collecting data on nearly 20,000 patients?\r\nHow did you analyze the data?\r\nWhat are the unique problems in Japan?\n\n---\n\nHow did we organize the distributed data and how did we gain new insights from the related patient information?\r\n\r\nWhat's wrong with collecting data on nearly 20,000 patients?\r\nHow did you analyze the data?\r\nWhat are the unique problems in Japan?""}","{'title': 'Graph Powered COVID-19 Japan Tracker', 'description': ""How did we organize the distributed data and how did we gain new insights from the related patient information?\r\n\r\nWhat's wrong with collecting data on nearly 20,000 patients?\r\nHow did you analyze the data?\r\nWhat are the unique problems in Japan?\n\n---\n\nHow did we organize the distributed data and how did we gain new insights from the related patient information?\r\n\r\nWhat's wrong with collecting data on nearly 20,000 patients?\r\nHow did you analyze the data?\r\nWhat are the unique problems in Japan?""}",['XNNARS'],['Beginner'],https://hackmd.io/@coscup/BkOAZdpeD,,https://www.youtube.com/watch?v=hiw5sHVmctE,2020
VA9GKU,wtnxhf,TR309,2020-08-02 14:05:00,2020-08-02 14:40:00,漢語,"{'title': 'AItlas: 透明可讀的 Hybrid AI 知識圖譜', 'description': '【演講主題：AGI】\r\n\r\nAItlas 透過 Articut NLP AI 系統的處理技術，建構了一個具有「核心知識」以及「語境經驗」的雙層知識圖譜。這個知識圖譜的特性在於：\r\n1. 模型自動透過閱讀文本產生，不需人類進行知識分類標記。\r\n2. 模型內容的資料格式和編碼是「人類可讀」的，且通透的程式邏輯特性，讓 AI 的運作變得可被驗証，可重覆驗証，且可進行證偽操作。\r\n\r\n在實際應用上，核心知識由原廠釋出，而語境知識則隨使用場景以及和這個 AI 的互動持續累積。如此一來，這個 AI 在知道世界的基本運作原則之餘，也能保有在特定條件下，和特定人類的互動方式的獨特性。兩層架構都沒有傳上雲端的必要，因此能為使用者保有最大的隱私。\n\n---\n\n知識圖譜是藉由統計學、圖論、電腦技術等方法，將大量文獻以可視化的方式來展示科學體系的內在結構。例如「拉拉山」屬於「自然景觀」、也屬於「人類活動範圍」、也屬於「桃園」、也屬於…種種的分類和知識層級關係，需要領域專家介入，進行編寫和確認。知識圖譜被視為 AI 系統要進入下一個世代前必須突破的技術門檻之一。\r\n\r\n卓騰語言科技提出的 AItlas 知識圖譜系統採用 Hybrid AI 的方式，一方面透過語法規則解析文獻內容，另一方面透過自動學習的方式，將文本中的各種實體關係爬梳出來。其不需要專家介入的設計，是基於「預留高階節點的句法結構」的特性，但同時又保有了人類介入的可能性。\r\n\r\n比如說，系統在一開始的文本訓練中學習到「一隻狗」是屬於「動物」的知識以後，自行遇到了「一隻貓」的句子。因為「一隻貓」的結構和「一隻狗」一致，因此即便沒有領域專家介入編寫「貓」也屬於「動物」的百科分類知識，它也會在「動物」這一個層級中，將「貓」視為一個自行學會的可操作節點，且在沒有學會其它條件以前，會將「貓」的操作方式同於「狗」。\r\n\r\n這些圖譜節點的關係，將以「人類可讀寫」的資料結構儲存，並且具有清楚透明的語意邏輯關係在內。如果出了任何錯誤，人類都可以隨時反查到是哪一個環節出了錯，並加以修正。我們相信，只有可以經由和人一樣的邏輯論證，且被清楚查知是哪一個認知環節出錯的 AI 系統，才是更有智慧且可被人類信賴的人工智慧系統。'}","{'title': 'AItlas: A Transparent and Human-Readable Hybrid AI Knowledge Graph', 'description': '【Session Theme: AGI】\r\n\r\nWith Articut NLP AI system, we build a knowledge graph frame that has both ""core knowledge"" and ""contextual experience."" Its name is AItlas. The features of AItlas include:\r\n1. The model is generated via automatic text-reading, it doesn\'t require any supervised tagging or knowledge classification.\r\n2. The data format and the content of the model is ""human-readable."" Besides, the programming logic is transparent and that makes it possible to verify the operation of any AI system that adopts AItlas.\r\n\r\nIn practical scenarios, the ""core knowledge"" will be released by the manufacture (Droidtown Linguistic Tech), and the ""contextual experience"" will be cumulated as the AI system interacts with humans. With this arrangement, the AI system can not only know the basic principles of how the world works, but also know that under some context, some humans require unique interaction. One thing worth to mention is that these two layers of knowledge (the core one and the contextual ones) are not required to be uploaded to the cloud. That means, all human rights of privacy is safe with the system since it works perfectly within a local machine.\n\n---\n\nKnowledge Graph works with statistics, graph theory and computer to convert texts into visible network to illustrate the inner structure of a scientific system. For example, ""Mt. Lala"" is classified as a ""Natural Landscape"", and a ""Human Activity Area"" when it\'s also ""Part of Taoyuan City"". These classification tasks require domain experts manually designate what classes an entity or event belongs to. Knowledge Graph is considered as a difficulty that needs to be solved so AI can go into next generation.\r\n\r\nDroidtown Linguistic Tech. proposes a Hybrid AI approach to build AItlas knowledge graph system. On one hand, it parses and understands the contents of the texts via a rule-driven NLP engine (Articut), on the other hand, it self-learns the relationships among entities in the texts unsupervised. The process doesn\'t require involvement of domain experts, but the human-readable output also preserve the possibility that human experts CAN put their hands into the knowledge graph.\r\n\r\nAn early experiment shows that after an AI system learns that ""a dog"" is a kind of ""animal"" with AItlas, it automatically inferences that ""a cat"" is also a kind of ""animal"" since their syntactic structure are the same and the context are extremely similar. That is to say, AItlas helps an AI system learned what ""a cat"" is even when it is the first time it meets ""a cat"" in the context.\r\n\r\nIf there\'s no further instruction or inference in the contextual experience, AItlas would suggest that ""a cat"" should be treated as if it is ""a dog.""\r\n\r\nThis seemly problem can easily be solved due to the human-readable data structure with clear semantic logic represented. Human can perform a backward lookup and see the root cause that triggers a mistake then fix it. We believe that only when an AI is thinking in humans’ ways, the AI system is a trustworthy partner.'}",['RJLB3D'],['Skilled'],https://hackmd.io/@coscup/SyQof_6eP,,,2020
8V8THJ,87j66t,TR214,2020-08-01 14:40:00,2020-08-01 15:10:00,漢語,"{'title': ""How to use LLVM's Clang frontend library - LibTooling"", 'description': '這個主題將帶你知道如何使用 LLVM 裡 Clang 的前端函式庫。過程會介紹 LibTooling 和與相關的 C++ classes、分享在投入開源專案(CppNameLint) 時所遇到的麻煩與解決辦法。(This presentation briefly guide how to use the Clang libraries of LLVM through my open source project, CppNameLint, including introduction of relevant LibTooling classes, problems I encountered and its solutions. In addition, new discoveries in the development.)\n\n---\n\n## Agenda\r\n1. Clang 如何幫助我！\r\n2. Clang 前端函式庫 (LibClang, ClangPlugins, and LibTooling)\r\n3. 我遇到的問題與如何解決。\r\n4. 結尾\r\n\r\n\r\n## Target Audiences\r\n1. 你對 LLVM 或 Clang 有興趣。\r\n2. 你想快速了解並使用 Clang 前端函式庫處理 AST(Abstract Syntax Tree)。\r\n3. 如果，你沒有地方想去也可以來聽我說說話。'}","{'title': ""How to use LLVM's frontend library - LibTooling"", 'description': 'This presentation briefly guide how to use the Clang libraries of LLVM through my open source project, CppNameLint, including introduction of relevant LibTooling classes, problems I encountered and its solutions. In addition, new discoveries in the development.\n\n---\n\n## Agenda\r\n1. How Clang helps me!\r\n2. Clang frontend libraries (LibClang, ClangPlugins, and LibTooling)\r\n3. Problems I got, then what I did.\r\n4. The last.\r\n\r\n## Target Audiences\r\n1. Someone who is interested in LLVM or Clang.\r\n2. Someone who would like to quickly understand and start to use Clang frontend libraries.\r\n3. Or, you have no idea where to go. Come here, welcome anytime.'}",['UR9V7Y'],['Skilled'],https://hackmd.io/@coscup/ry1DEu6ev,,https://www.youtube.com/watch?v=sUwYpynn1wc,2020
JST3EH,k0it1p,TR410,2020-08-02 11:30:00,2020-08-02 12:00:00,English,"{'title': 'Designing an Audio Plugin Framework for Android', 'description': 'Audio plugins (instruments and effects) are essential to making music. There are handful of audio plugin frameworks for desktop OSes and iOS (VST, AU, etc.), but not for Android. Throughout this session I try to explore technical possibility with my experimental framework project, mentioning web technologies as well.\n\n---\n\nAudio plugins ecosystems are essential to making music. There are handful of audio plugin frameworks for desktop OSes and iOS, but not for Android. Throughout this session I try to explore technical possibility with my experimental framework project, mentioning web technologies as well.\r\n\r\nThere are key topics to be covered:\r\n\r\n- explaining what audio plugin frameworks are.\r\n- realtime audio processing (AAudio/Oboe).\r\n- process isolation.\r\n- importing existing applications and plugins.\r\n\r\nTo fully cover all those topics we would need a few hours, so it will be a set of short introductions to those topics.'}","{'title': 'Designing an Audio Plugin Framework for Android', 'description': 'Audio plugins (instruments and effects) are essential to making music. There are handful of audio plugin frameworks for desktop OSes and iOS (VST, AU, etc.), but not for Android. Throughout this session I try to explore technical possibility with my experimental framework project, mentioning web technologies as well.\n\n---\n\nAudio plugins ecosystems are essential to making music. There are handful of audio plugin frameworks for desktop OSes and iOS, but not for Android. Throughout this session I try to explore technical possibility with my experimental framework project, mentioning web technologies as well.\r\n\r\nThere are key topics to be covered:\r\n\r\n- explaining what audio plugin frameworks are.\r\n- realtime audio processing (AAudio/Oboe).\r\n- process isolation.\r\n- importing existing applications and plugins.\r\n\r\nTo fully cover all those topics we would need a few hours, so it will be a set of short introductions to those topics.'}",['7E8SEU'],['Beginner'],https://hackmd.io/@coscup/rygCfd6lP,,https://www.youtube.com/watch?v=xXVuoJ22Og4,2020
