id,type,room,start,end,language,zh,en,speakers,speakerZhName,speakerEnName,speakerZhBio,speakerEnBio,speakerAvatar,tags,co_write,qa,slide,record,year
9RQKCP,vh7gry,TR214,2021-07-31 10:50:00,2021-07-31 11:30:00,English,"{'title': 'Event Driven Concurrency using the Ruby Fiber Scheduler', 'description': 'Event driven concurrency is a feature of many modern programming languages, but until recently was difficult to use with Rub\x10y. Ru\x10by 3 includes a new fiber scheduler interface which allows us to hook into non-blocking operations and execute them concurrently, however robust implementations of this interface are not yet widely available. We will discuss the implementation of the Async fiber scheduler, how it works and how it can be used to build highly scalable applications.'}","{'title': 'Event Driven Concurrency using the Ruby Fiber Scheduler', 'description': 'Event driven concurrency is a feature of many modern programming languages, but until recently was difficult to use with Rub\x10y. Ru\x10by 3 includes a new fiber scheduler interface which allows us to hook into non-blocking operations and execute them concurrently, however robust implementations of this interface are not yet widely available. We will discuss the implementation of the Async fiber scheduler, how it works and how it can be used to build highly scalable applications.'}",['PDLJBR'],,,,,,[],https://hackmd.io/@coscup/r1jH7TPRO/%2F%40coscup%2FByCM7TDRO,https://app.sli.do/event/znplkhad,,,2021
FSN8AR,4mvctm,TR309,2021-08-01 12:00:00,2021-08-01 12:20:00,漢語,"{'title': 'Jetpack Compose Intro', 'description': ""Jetpack Compose is definitely the next big thing in Android development.\r\nWith the help of declarative UI, we can build Android UI easier and faster.\r\nAs it's going to be production ready, it's also the best time for us to lean it.\r\nIn this talk we'll see what's Jetpack Compose and how it improve our daily life of building UIs.""}","{'title': 'Composition of Compose', 'description': ""Jetpack Compose is definitely the next big thing in Android development.\r\nWith the help of declarative UI, we can build Android UI easier and faster.\r\nAs it's going to be production ready, it's also the best time for us to lean it.\r\nIn this talk we'll see what's Jetpack Compose and how it improve our daily life of building UIs.""}",['HBSNXV'],,,,,,[],https://hackmd.io/@coscup/B1aXLTPAd/%2F%40coscup%2FBkgz8aDA_,https://app.sli.do/event/wazzzajs,,,2021
UBSHRL,xb525k,RB105,2021-07-31 11:10:00,2021-07-31 11:40:00,English,"{'title': 'incubator journey of Apache APISIX', 'description': 'Apache APISIX is a cloud-native API gateway. It took only 9 months to graduate from the Apache incubator and become a top-level project.\r\nIn this topic, the PMC chair of Apache APISIX, Ming Wen, will introduce to you what Apache APISIX is, why donate it to the Apache Foundation, how to do Apache release, and how to graduate'}","{'title': 'incubator journey of Apache APISIX', 'description': 'Apache APISIX is a cloud-native API gateway. It took only 9 months to graduate from the Apache incubator and become a top-level project.\r\nIn this topic, the PMC chair of Apache APISIX, Ming Wen, will introduce to you what Apache APISIX is, why donate it to the Apache Foundation, how to do Apache release, and how to graduate'}",['VWEF8L'],,,,,,[],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FrJSJVpw0_,https://app.sli.do/event/mb9mke45,,,2021
ZQPTKW,7istqc,AU,2021-07-31 10:40:00,2021-07-31 11:10:00,漢語,"{'title': '使用 Bash Shell Script 自製 Concourse CI 資源型別', 'description': 'https://concourse-ci.org/ 是個 Apache 2.0 授權、使用 Go 程式語言、為了 CI/CD 而製作的自由軟體，它的 pipelines/jobs 全部都是由 check/get/put resources 與 tasks 所組成，除了內建的常用的 git, docker-image/registry-image, time,... 這些 resource type 之外，都是要依賴其它由社群所提供的各種 resource type 來達成，例如軟體專案使用的是 git 以外的版本控管系統，如果找不到想要的 resource type，又或者是不太信任社群提供的，想要自幹自己的 resource type 來用比較安心，可以來聽聽看 $4 怎麼使用幾個簡單的指令，從無到有製作出可以重複使用的 resource type。\r\n\r\n簡介 Concourse CI\r\n示範 resource type 的使用方式\r\n從頭製作 resource type'}","{'title': 'How to use Bash shell script to make a new resource type for Concourse CI', 'description': 'https://concourse-ci.org/ is a free software for CI/CD licensed by Apache 2.0 and made by golang. Its pipelines/jobs are all made by check/get/put resources and tasks. Except the common built-in resource types, such as git, docker-image/registry-image and time, it needs to rely on the resource types made by the Concourse CI community. If the version control system that you want to use is not Git or you can not find the resource type to fulfill what you need or you have some security concern for those resource types provided by the community, you can come here to see how $4 uses some simple bash shell commands to make a new resource type from scratch.\r\n\r\nIntroduce Concourse CI\r\nDemo the usage of resource type\r\nMake a new resource type from scratch'}",['9FQWWA'],,,,,,[],https://hackmd.io/@coscup/BkCHUaPAO/%2F%40coscup%2FS1vV8awRO,https://app.sli.do/event/tzls3lgs,,,2021
3KAF9R,rvoagr,TR212,2021-08-01 10:35:00,2021-08-01 11:05:00,漢語,"{'title': 'Laravel + Laravel Excel - 當熱門框架碰上熱門商用軟體套件，原始碼大剖析', 'description': 'Laravel 是目前最火紅的 PHP Framework，Excel 是幾乎全世界企業運作無法分割的商用軟體，\r\n因此企業所使用的系統，能夠自由操作 excel 格式資料，是很重要的技術。\r\n\r\nLaravel Excel 可以說是 Laravel 社群最多人使用的 Excel 套件，而這個演講就會剖析該套件原始碼，除了探討原始碼架構與流程，並帶大家找出最關鍵的運作邏輯，也會討論到要做到『Excel 測試』的話要怎麼運作。\r\n\r\n原始碼 Github:  https://github.com/Maatwebsite/Laravel-Excel'}","{'title': 'Laravel + Laravel Excel - Analyze the most popular php framework and commercial software package source code', 'description': 'Laravel is currently the most popular PHP Framework, and Excel is an inseparable commercial software for almost all companies around the world.\r\nTherefore, enterprise system can freely operate the excel format data, which is a very important technology.\r\n\r\nLaravel Excel can be said to be the most popular Excel package used in the Laravel community. This speech will analyze the package source code. In addition to discussing the source code structure and process, and taking everyone to find out the most critical operating logic, it will also discuss the essentials. How to operate the ""Excel test"", and share with you the experience of the speaker in the work.\r\n\r\nSource code: https://github.com/Maatwebsite/Laravel-Excel'}",['TNXVVC'],,,,,,[],https://hackmd.io/@coscup/Bk8qLaw0d/%2F%40coscup%2FrJQYLaP0_,https://app.sli.do/event/avgtrmk7,,,2021
WLTVU7,ptreqr,TR309,2021-07-31 15:30:00,2021-07-31 16:00:00,漢語,"{'title': '藉由實作多任務核心來體驗作業系統概念', 'description': '今日的數位世界已充斥著各式作業系統，除了從作業系統教科書學習概念以外，我們能否親身體驗作業系統核心的建構並學習相關底層系統呢？本議程將介紹一款具體而微的作業系統核心，搭配 GNU Toolchain 和 QEMU，針對 Arm 處理器，並提供分時多工、核心和使用者層級的執行緒、動態載入 ELF 執行檔、記憶體管理、檔案系統，和堆疊溢位偵測等特徵。主體原始程式碼約 2000 行的規模，可在 Arm/AArch64 處理器架構上執行，也支援 Raspberry Pi 4B，這樣的軟硬體組合，特別適合想體驗系統軟體開發的朋友。'}","{'title': 'Bridge Operating System Concepts and Practice with A Multi-tasking Kernel', 'description': 'In nowadays, we can find lots of operating systems in the digital world. Apart from learning in OS textbooks, how can we experience the construction of an OS kernel and studying the relative system software? In this agendum, we will introduce a minimal OS kernel with GNU Toolchain and QEMU. It provides several features like time-sharing, multi-tasking, user-level thread, loading ELF dynamically, memory management, filesystem, stack overflow detection, etc. The whole system is composed of about 2K lines of code and can be run on Arm/AArch64 architecture (including Raspberry Pi 4B).'}",['WLAQ9S'],,,,,,['Skilled'],https://hackmd.io/@coscup/ryHfQ6vAu/%2F%40coscup%2FBJgfmaDCO,https://app.sli.do/event/curc8xs1,,,2021
DZMCHW,hzlhe0,TR213,2021-08-01 11:30:00,2021-08-01 12:00:00,漢語,"{'title': 'MySQL 8 那麼久了，還沒開始用 window function 嗎？', 'description': 'Window Function 是現代 SQL 很重要的功能，是早在其他 SQL 生態圈行之有年的重要功能。\r\nMySQL 則是在 8.0 終於正式推出這個功能，但似乎還不是很多 MySQL 的使用者知道它的存在，\r\n這個議程會跟大家分享 Window function 的核心概念與實務操作技巧與經驗，希望能幫助大家早日導入在開發的專案中。'}","{'title': 'MySQL 8.0 released for so long, haven’t you started using Window Function yet?', 'description': 'Window Function is a very important function of modern SQL, and an important function that has been used for many years in other SQL ecosystems.\r\nMySQL finally officially launched this feature in 8.0, but it seems that not many MySQL developers know its existence.\r\nThis agenda will share with you the core concepts and practical operation skills and experience of Window function, hoping to help you introduce it into the development project as soon as possible.'}",['TNXVVC'],,,,,,['Beginner'],https://hackmd.io/@coscup/BJUbHaPRu/%2F%40coscup%2FSyQgBpwRd,https://app.sli.do/event/ian3tlqt,,,2021
RRRPSB,9as36v,TR211,2021-07-31 11:35:00,2021-07-31 12:20:00,English,"{'title': 'Build a dApp on Flow in 30 minutes', 'description': '""dApp""s are application with their backend logic built on blockchain.\r\nIn this workshop, we will build a simple dApp that runs on Flow. The dApp consists of two parts: a smart contract and a web UI.'}","{'title': 'Build a dApp on Flow in 30 minutes', 'description': '""dApp""s are application with their backend logic built on blockchain.\r\nIn this workshop, we will build a simple dApp that runs on Flow. The dApp consists of two parts: a smart contract and a web UI.'}",['ZJFMCT'],,,,,https://pretalx.com/media/coscup-2021/question_uploads/photo_2021-04-06_17.05.16_gTvyf3t.jpeg,[],https://hackmd.io/@coscup/Sylj7TP0_/%2F%40coscup%2FHJAIXpPRO,https://app.sli.do/event/xcmiioyn,,,2021
Q9S7PT,4mvctm,TR309,2021-08-01 13:20:00,2021-08-01 14:20:00,漢語,"{'title': 'Reactive X Coroutine X Performance Test', 'description': '本次演講我們使用 Kotlin 編寫六種流行的 Java HTTP 伺服器端應用程式進行特定情境的性能測試比較。包含 Spring MVC、Spring MVC Async、Spring WebFlux、Spring WebFlux Coroutine、Vert.x、Vert.x Coroutine，然後測試比較 CPU 密集、網路 IO 密集、磁碟 IO 密集情境下的性能。'}","{'title': 'Reactive X Coroutine X Performance Test', 'description': 'In this session, We use Kotlin with six popular Java HTTP Server Side Applications to compare its performance on specific cases. These applications contains Spring MVC, Spring MVC Async, Spring WebFlux, Spring WebFlux Coroutine, Vert.x and Vert.x Coroutine. We will compare its performance on CPU, Network IO or Disk intensive case.'}","['VZSMLQ', 'KNAW8Q']",,,,,,[],https://hackmd.io/@coscup/B1aXLTPAd/%2F%40coscup%2FS1czI6vAu,https://app.sli.do/event/ieh7kkzt,,,2021
XV3NGT,uvwnx7,AU,2021-08-01 11:15:00,2021-08-01 11:55:00,漢語,"{'title': 'Cloud Infrastructure Interconnect with Wireguard and OSPF', 'description': 'In this session, Date Huang will discuss with requirements and limitation of Cloud Infrastructure Interconnect, analyze pros, cons and difference between usual SD-WAN, MPLS, DWDM solution, and purpose a reasonably efficient solution with Wireguard and OSPF to provide small scale of cloud infrastructure interconnect with flexibility improvements on Broadband/Mobile network with redundancy and combine with different network technologies to provide different level solution.'}","{'title': 'Cloud Infrastructure Interconnect with Wireguard and OSPF', 'description': 'In this session, Date Huang will discuss with requirements and limitation of Cloud Infrastructure Interconnect, analyze pros, cons and difference between usual SD-WAN, MPLS, DWDM solution, and purpose a reasonably efficient solution with Wireguard and OSPF to provide small scale of cloud infrastructure interconnect with flexibility improvements on Broadband/Mobile network with redundancy and combine with different network technologies to provide different level solution.'}",['CVZPKM'],,,,,,['Skilled'],https://hackmd.io/@coscup/SylAravCd/%2F%40coscup%2FSkjsHTP0_,https://app.sli.do/event/qdsiopxx,,,2021
EH9ZEV,7istqc,AU,2021-07-31 11:20:00,2021-07-31 11:50:00,漢語,"{'title': '如何主辦橫跨六國的線上開源活動 OpenInfra Day Asia', 'description': '根據個人實際籌備跨台灣, 日本, 韓國, 中國, 越南, 印尼六國的線上開源社區活動 2021 OpenInfra Day Asia 經驗。提供方法與過程細節經驗分享。'}","{'title': 'How To Organizing a cross 6 country event: OpenIfra Days Asia', 'description': 'Share how I organizing an open-source community event `2021 OpenInfra Day Asia` with organizers across Taiwan, Japan, Korea, China, Vietnam, and Indonesia.\r\nProvide detail, story, and experience share.'}",['TLA7YL'],,,,,,[],https://hackmd.io/@coscup/BkCHUaPAO/%2F%40coscup%2FryiEUpvR_,https://app.sli.do/event/ql7f9gpx,,,2021
RFPBRP,4hswou,TR313,2021-08-01 11:00:00,2021-08-01 12:00:00,English,"{'title': 'The efabless Caravel project---Chip design for the software-oriented', 'description': 'Efabless has teamed up with Google and SkyWater foundry to make silicon hardware design fully open source, available to everyone, and achievable by anyone with sufficient motivation and a basic background in software but not necessarily hardware.  We leverage the open-source Sky130 CMOS process and open-source EDA tools to make chip design free of NDAs or licensing costs.  We have developed the Caravel ""harness"" chip, a pre-defined framework around a 10mm^2 area that is available for supporting user-defined projects.  The framework is an open-source github project and provides a RISC-V microcontroller and padframe.  Instructions show in detail how to take any RTL system description and synthesize, simulate, and verify a hardware design within the Caravel chip framework using free and open source tools.  We have streamlined the manufacture submission process to a few online forms and automated checks.  We have successfully completed the first multi-project wafer run with forty designs from users of all backgrounds from software to hardware, and experience from novice to expert, and have scheduled two more such runs for this year.  Successful open-source projects can be folded back into the Caravel design to make each successive shuttle\r\nrun better and easier for the user.  In this talk, we will describe how we have democratized chip design, and how you can ride this wave to realize your dream of turning your ideas into working silicon.'}","{'title': 'The efabless Caravel project---Chip design, democratized', 'description': 'Efabless has teamed up with Google and SkyWater foundry to make silicon hardware design fully open source, available to everyone, and achievable by anyone with sufficient motivation and a basic background in software but not necessarily hardware.  We leverage the open-source Sky130 CMOS process and open-source EDA tools to make chip design free of NDAs or licensing costs.  We have developed the Caravel ""harness"" chip, a pre-defined framework around a 10mm^2 area that is available for supporting user-defined projects.  The framework is an open-source github project and provides a RISC-V microcontroller and padframe.  Instructions show in detail how to take any RTL system description and synthesize, simulate, and verify a hardware design within the Caravel chip framework using free and open source tools.  We have streamlined the manufacture submission process to a few online forms and automated checks.  We have successfully completed the first multi-project wafer run with forty designs from users of all backgrounds from software to hardware, and experience from novice to expert, and have scheduled two more such runs for this year.  Successful open-source projects can be folded back into the Caravel design to make each successive shuttle\r\nrun better and easier for the user.  In this talk, we will describe how we have democratized chip design, and how you can ride this wave to realize your dream of turning your ideas into working silicon.'}","['V7BMRS', 'UYWLCR']",,,,,,['Skilled'],https://hackmd.io/@coscup/HJjKEpPRu/%2F%40coscup%2FSyYOVavAu,https://app.sli.do/event/uq1d7voh,,,2021
CPJKQM,ptreqr,TR309,2021-07-31 14:25:00,2021-07-31 14:55:00,漢語,"{'title': 'SONiC: Opec source Network OS for Datacenter', 'description': 'Switch State Service - Core component of SONiC which processes network switch data - The SWitch State Service (SWSS) is a collection of software that provides a database interface for communication with and state representation of network applications and network switch hardware.'}","{'title': 'SONiC: Switch State Service', 'description': 'Switch State Service - Core component of SONiC which processes network switch data - The SWitch State Service (SWSS) is a collection of software that provides a database interface for communication with and state representation of network applications and network switch hardware.'}",['989LAD'],,,,,,['Skilled'],https://hackmd.io/@coscup/ryHfQ6vAu/%2F%40coscup%2FrJwZQ6wRO,https://app.sli.do/event/izuux9rz,,,2021
8YQ8QL,hzlhe0,TR213,2021-08-01 14:00:00,2021-08-01 14:30:00,English,"{'title': 'InnoDB Cluster on Kubernetes with new MySQL Operator', 'description': 'This talk will share about the development of a new Oracle MySQL Operator to run MySQL InnoDB Cluster and MySQL Router on Kubernetes. This operator offers a lot of great stuff to automate deployment, scaling, lifecycle management, cloning, backup and recovery of MySQL in container that is easy to install and integrate with CI / CD, easy to use and monitor, portable for deployment on premises and in the cloud, which is developed, maintained and supported by Oracle MySQL.'}","{'title': 'InnoDB Cluster on Kubernetes with new Oracle MySQL Operator', 'description': 'This talk will share about the development of a new Oracle MySQL Operator to run MySQL InnoDB Cluster and MySQL Router on Kubernetes. This operator offers a lot of great stuff to automate deployment, scaling, lifecycle management, cloning, backup and recovery of MySQL in container that is easy to install and integrate with CI / CD, easy to use and monitor, portable for deployment on premises and in the cloud, which is developed, maintained and supported by Oracle MySQL.'}",['78QQ3Q'],,,,,,['Skilled'],https://hackmd.io/@coscup/BJUbHaPRu/%2F%40coscup%2FSkTgSpvAu,https://app.sli.do/event/y7utwrqv,,,2021
QR9PZ7,xb525k,RB105,2021-08-01 10:50:00,2021-08-01 11:40:00,漢語,"{'title': '以威士忌為例的開源之道', 'description': '將以 Whiskey 為變數舉例 DDD, DevOps, Open Source 之間的關聯，誰上誰下？還是不同維度？以及他們之間先後關係等秘密。\r\n \r\n將會用五個章節講解，由 Open Source 開始，再帶到 DDD, DevOps 及 Red Hat 的實踐方式，並在最後說明如何開始下一步。\r\n \r\n每個 Open Source 專案如同新創公司，導入有成有敗，導入前請審慎評估。\r\n\r\n＊免費的最貴，開源也是?\r\n＊程式碼以外的開源世界\r\n＊非典型僱用關系\r\n＊速度及風險控管的根本\r\n＊然後呢?'}","{'title': 'Open Source for Whiskey Enthusiast', 'description': 'Will use Whiskey as a variable to explain the connection between DDD, DevOps, Open Source. Get to know the secret of different classes, dimensions, and priorities.\r\n\r\nThere are 5 chapters. Start from Open Source, then DDD, DevOps, and how Red Hat put them into practice. Finally, I will explain how to begin.\r\n\r\nEvery Open Source project is just like a start-up. Some of them succeed, some fail. Please consider more before starting.\r\n\r\n\r\n＊Free is more expensive, Open source also too? \r\n＊The open source world beyond code.\r\n＊Atypical employment relationship.\r\n＊The fundamental of speed and risk control\r\n＊How to start the next step?'}",['8L7BYJ'],Redhat,Redhat,Redhat,Redhat,https://pretalx.com/media/coscup-2021/question_uploads/RedHat_Catch_Kuo_TtgxRoV.png,['Beginner'],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FrkXGVpD0d,https://app.sli.do/event/na3sfk0d,,,2021
7YY9MN,xb525k,RB105,2021-07-31 09:00:00,2021-07-31 09:30:00,漢語,"{'title': 'Open up with LINE: from beginning to the next\u200b.', 'description': '總部位於日本的 LINE 以「拉近你我的距離」為企業使命，透過多元的行動服務與內容，致力將人們、資訊與社會緊密連結。自 2011 年 6 月以通訊軟體的型態推出，現更推展其多元的全球生態系，並將觸角延伸至人工智慧、金融科技等領域，積極實現「智慧入口」的願景，2021 年 3 月，LINE 與日本規模最大的網路科技集團之一 Z Holdings 正式整併，持續提供用戶享有最即時、便利的行動生活。\r\n\r\n除了為用戶打造全方位數位生活，LINE 也積極參與開源專案(Open Source) 的開發，截至目前為止已超過 80 個開源專案，其中包含知名的 Armeria、promgen、Central Dogma 之外，也打造了各式各樣的軟體開發工具，透過將許多內部開發專案過程中有用到的套件開源出來，讓各位開發者可以與 LINE 一同在這社群中經營與維護。\r\n\r\n本次演講將藉由分享 LINE 企業內部如何透過開源、文化建置等等的方式鼓勵員工從內部開始分享所學，進而以更開放的心胸加入開源並參與開發者社群，讓開發者理解LINE研發工程團隊開放、自由的工作文化。\r\n\r\n今年是 LINE 的十週年，未來我們將持續以更貼近使用者視角推動服務創新，與用戶一起 TO THE NEXT！'}","{'title': 'Open up with LINE: from beginning to the next\u200b.', 'description': 'Based in Japan, LINE Corporation is dedicated to the mission of ""Closing the Distance,"" bringing together information, services and people. The LINE messaging app launched in June 2011 and since then has grown into a diverse, global ecosystem that includes AI technology, fintech and more. LINE joined the Z Holdings Corporation group, one of the largest internet service groups in Japan, following the completion of a business integration in March 2021.\r\n\r\nLINE actively joins and develops Open-Source projects. Currently had more than 80 projects at GitHub, e.g. Armeria, Promgen, Central Dogma, and software development tools. As open up internal project package to Open-Source, wish them could take every developer engages and organize the community.\r\n\r\nThis session would share with you how LINE carries out its engineering culture ""Be Open, Take Ownership, and Trust and Respect"" to contribute to Open-Source developer communities.'}",['9SDCS8'],LINE,LINE,LINE,LINE,https://pretalx.com/media/coscup-2021/question_uploads/Nijia_Lin_tRKGLnO.jpeg,['Beginner'],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FBJO0QTPRu,https://app.sli.do/event/31bmcje8,,,2021
KZJX9Y,w7u8dm,TR412-2,2021-07-31 14:35:00,2021-07-31 14:55:00,漢語,"{'title': 'OpenStreetMap、Wikidata 配著河川代碼，敢會當整理台灣所有的溪流', 'description': '對臺灣頭到臺灣尾，有真濟條清水溪，是臺灣上濟的溪流名稱，北勢溪佮南勢溪嘛幾若條，毋過欲按怎分別咧？官方雖然有推出河川代碼，不而過無涵蓋所有的臺灣溪流。這時一般網民的計畫親像 OpenStreetMap 佮 Wikidata 會用得，提供 metadata 資料庫佮地理資訊資料庫，會當無限制的收錄臺灣的溪流資料，分別仝名毋過無仝所在的溪流。Wikidata 的項目號碼會當當做政府機關之間的交換中介，對接國際資料庫。Wikidata 佮 OpenStreetMap 有缺，嘛毋免等官方較正式毋過較慢整理的河川代碼，家己先來新增加資料。\r\n\r\nWikidata Taiwan、OpenStreetMap Taiwan 猶閣有 LASS 社群合作一年偌，佮官方接接，推捒共官方河川代碼、Wikidata 佮 OpenSteetMap 的編號對接。民間開源社群欲安怎來做較好，有啥物辛苦的所在？佇咧這場演講來說予明。'}","{'title': 'Is it possible to use OpenStreetMap, WIkidata combined with river code to handling all Taiwanese river?', 'description': 'From the north part to the south part of Taiwan, there are several rivers is called \r\nQingshui Xi. The name Qingshui Xi is the number one river name in Taiwan. Same applied to the Nanshi River and Beishi River. How do you distinguish river names that are the same but in different place around Taiwan? One of the government agency have announced the river code and a list of river, but it does not included all rivers that existed in Taiwan. \r\n\r\nThe collaborative and open content project OpenSteetMap and WIkidata can help solve the same river name issue. The meta data of these two projects could linked to other public database, and also unlimited list any rivers, which could solve the same name river issue by several unique ID of external database or different descriptions. Wikidata item ID of a river could serve as an interial exchange mechanic, linking to OpenStreetMap and Wikidata. If there is missing item on OpenStreetMap or Wikidata, you could simply add by yourself, there is no need to wait for the usually slow but official update from the government agency.\r\n\r\nWikidata Taiwan, OpenStreetMap Taiwan and LASS community have worked together for a year. We collaborative with the government  and rolls out the river code. We linked the river code to the corresponded Wikidata item ID and OpenStreetMap relation ID. I will talk about river data  from the community prospective, and what is the hard part of the whole process.'}",['DWDVZS'],,,,,,['Skilled'],https://hackmd.io/@coscup/BJl_ETwA_/%2F%40coscup%2FH1MwE6v0_,https://app.sli.do/event/2sx8tbw5,,,2021
RBRZJH,rmttum,TR411,2021-07-31 12:30:00,2021-07-31 13:00:00,漢語,"{'title': '台灣話觀點ê閩南語維基百科-應該欲按怎做較好', 'description': '1. 名詞紹介\r\n2. 漢字 vs POJ\r\n3. POJ kah 漢字共存的可能-永久重覆項\r\n4. 教育部正字書寫\r\n5. 臺灣臺語 kah ISO 639-3 ê 問題，敢有可能有臺灣話 ê Wikipedia?\r\n6. 結論：倡議之外多多來寫'}","{'title': 'View of Bân-lâm-gú Wikipedia from a Taiwanese Hokkien speaker', 'description': '1. term introduction\r\n2. Chinese characters vs POJ\r\n3. POJ and Chinese characters co-existence - permanent duplicated item\r\n4. standard writing of Taiwanese Hokkien from MOE\r\n5. problem of Taiwan Taiwanese and ISO-639-3, is it possible have a Taiwan Hokkien version of Wikipedia?\r\n6. conclusion: not only speak out but remember to start write something'}",['DWDVZS'],,,,,,[],https://hackmd.io/@coscup/r1Xy7pPA_/%2F%40coscup%2FrknTz6w0O,https://app.sli.do/event/psmfh4pl/,,,2021
WQ8RFR,uvwnx7,AU,2021-08-01 12:55:00,2021-08-01 13:35:00,漢語,"{'title': 'Empower your Kubernetes with Service Mesh + Distributed Tracing', 'description': 'Service mesh 是個提供應用程式安全性、可靠性、監控功能、並且快速的平台基礎設施。它接管了微服務之間複雜的網路溝通，並且提供開箱即用的負載均衡、憑證管理、流量控制、與監控追蹤等功能，而應用程式不會意識到它的存在。\r\n\r\n另一方面，distributed tracing 則是在分散式系統中觀察請求與流量的一系列技術。它讓微服務之間的流量變得透明而易追蹤，在系統效能評測與除錯近來已被廣泛使用。\r\n\r\n在這次的分享中，我會介紹 service mesh 與 distributed tracing 的基礎，並藉由幾個實際的例子聊聊如何用 kubernetes-native 的方式將 distributed tracing 平台整合進 service mesh。'}","{'title': 'Empower your Kubernetes with Service Mesh + Distributed Tracing', 'description': 'Service meshes are tools for adding observability, security, and reliability features to applications by injecting them at the platform layer rather than the application layer. The applications would have these features out-of-the-box without knowing that the service mesh is there.\r\n\r\nDistributed tracing, on the other hand, refers to methods of observing requests as they propagate through distributed systems. It has become mainstream when it comes to profiling and monitoring applications in a Microservices architecture.\r\n\r\nIn this talk, we will walk through key concepts of service meshes and distributed tracing. We will also talk about ways to integrate distributed tracing on top of a service mesh in a Kubernetes-native way, with some hands-on examples.'}",['UXSJCJ'],,,,,,['Skilled'],https://hackmd.io/@coscup/SylAravCd/%2F%40coscup%2FByVnHpPAO,https://app.sli.do/event/rb8qka2r,,,2021
ULFGUH,4i7znu,TR213,2021-07-31 12:00:00,2021-07-31 12:45:00,漢語,"{'title': '小老虎觀察日誌', 'description': 'TimescaleDB研究紀錄'}","{'title': 'Little Tiger Research Log', 'description': 'TimescaleDB Research log'}",['DEGZZU'],,,,,,[],https://hackmd.io/@coscup/rynHHavRu/%2F%40coscup%2FBJBVraP0O,https://app.sli.do/event/6mpjthqn,,,2021
B3LBXL,4i7znu,TR213,2021-07-31 11:00:00,2021-07-31 11:55:00,漢語,"{'title': 'PostgreSQL in M1 architecture - Install Introduction and Performance Test', 'description': 'PostgreSQL in Mac M1  introduction Include Install and performance test'}","{'title': 'PostgreSQL in M1 architecture - Install Introduction and Performance Test', 'description': 'PostgreSQL in Mac M1  introduction Include Install and performance test'}",['NBG9HV'],,,,,,[],https://hackmd.io/@coscup/rynHHavRu/%2F%40coscup%2Fr1lNSaDRu,https://app.sli.do/event/j3cj6t6f,,,2021
MNHWKD,hzlhe0,TR213,2021-08-01 13:00:00,2021-08-01 13:50:00,漢語,"{'title': 'MySQL究極防禦工事(全自動化MHA機制)', 'description': '現代的問題需要現代手段\r\n\r\n本課程將示範如何使用 ProxySQL + Orchestrator + MySQL，建構出一套完整的全自動化MHA解決方案。'}","{'title': 'MySQL Ultimate Fortification ( Automatic Master High Availability )', 'description': 'Modern problems require modern means\r\n\r\nThis course will demonstrate how to use ProxySQL + Orchestrator + MySQL, construct a complete set of fully automated MHA solutions.'}",['EQVNQB'],,,,,,['Skilled'],https://hackmd.io/@coscup/BJUbHaPRu/%2F%40coscup%2FBJ_xS6DRu,https://app.sli.do/event/8uueng5t,,,2021
CPZMQH,8zf8iy,TR209,2021-08-01 15:30:00,2021-08-01 16:00:00,漢語,"{'title': '帶您製作新潮、實用且開源的 LINE 電子名片與廣告傳單', 'description': 'LINE 目前在台灣已經是市佔率極高的通訊軟體，這個議程會帶您用講者的開源專案製作可以透過 LINE 分享給好友的個人名片及廣告傳單，一次幫全公司的同事製作名片，還能追蹤分享出去後的觀看裝置數 (曝光率)'}","{'title': ""Let's make fancy, clickable and open source cards and ads for LINE APP"", 'description': 'There are many Taiwanese people use LINE APP to communicate with each other. In this agenda you can learn to make fancy and clickable cards and ads by my open source project which can be share with friends through LINE APP, and tracking the impression of you cards.'}",['TXVSDR'],,,,,,['Beginner'],https://hackmd.io/@coscup/rkgpLTvCO/%2F%40coscup%2Fr12n8pwAu,https://app.sli.do/event/7ulhp2x7,,,2021
G8R3UJ,00xv3j,TR409-1,2021-07-31 13:40:00,2021-07-31 14:00:00,漢語,"{'title': '因為開心，所以開源！', 'description': '此議程會分享：\r\n1. 開源精神\r\n2. 常見開源條款\r\n3. 啊我幹嘛開源\r\n4. 我做了什麼 （ Deno 入門手冊、計算機科學之美系列文、 參加開源社群、經營技術粉專）'}","{'title': 'Because I’m happy, so I open source.', 'description': 'In this talk, I will share with everyone about:\r\n1. What is open-source-mentality\r\n2. Popular Licenses about Open source\r\n3. Why I open source\r\n4. What milestone is achieved'}",['HARVLE'],,,,,,[],https://hackmd.io/@coscup/SyATmawRO/%2F%40coscup%2FBJ32XpDRu,https://app.sli.do/event/jlaapm6t,,,2021
