id,type,room,start,end,language,zh,en,speakers,tags,co_write,qa,slide,record,uri,year
7JMAPT,12afkv,TR 411,2023-07-30 13:30:00,2023-07-30 14:30:00,中文,"{'title': 'COSCUP 參與心得分享 && program team AMA', 'description': '來聊聊今年的議程參加心得吧！\r\n\r\n適合參加者：會眾、講者、社群夥伴、有興趣擔任志工的人\r\n\r\n無論好奇超過三百場議程是怎麼煉成的，或是第一次參加 COSCUP 被同時十幾軌議程嚇到選擇障礙，亦或是今年的講者或合作社群夥伴，都可以在這個時段來和議程組工作人員聊聊～\r\n\r\n注意本活動雖然是由議程工作人員主揪，但不代表大會官方立場，有需要正式反應意見請洽大會官方管道\r\n\r\n（我們可能會邀請更多組別的志工一起來和大家聊天分享，待定）\r\n\r\n※歡迎會眾在 COSCUP 舉辦期間參加 BoF 同好會！請至[此文件](https://docs.google.com/document/d/1s5u-4bw_hwKmhtpPA6pAalNF5Km91mLmdwMkxAUA1AE/edit?usp=sharing)找到您感興趣的活動，留下您的大名，準時出席！\r\n\r\n* Welcome to participate in the BoF sessions during COSCUP. Please check out [this document](https://docs.google.com/document/d/1s5u-4bw_hwKmhtpPA6pAalNF5Km91mLmdwMkxAUA1AE/edit?usp=sharing) to find the activities that interest you. Feel free to leave your name and join us on time!'}","{'title': 'COSCUP 參與心得分享 && program team AMA', 'description': '來聊聊今年的議程參加心得吧！\r\n\r\n適合參加者：會眾、講者、社群夥伴、有興趣擔任志工的人\r\n\r\n無論好奇超過三百場議程是怎麼煉成的，或是第一次參加 COSCUP 被同時十幾軌議程嚇到選擇障礙，亦或是今年的講者或合作社群夥伴，都可以在這個時段來和議程組工作人員聊聊～\r\n\r\n注意本活動雖然是由議程工作人員主揪，但不代表大會官方立場，有需要正式反應意見請洽大會官方管道\r\n\r\n（我們可能會邀請更多組別的志工一起來和大家聊天分享，待定）\r\n\r\n※歡迎會眾在 COSCUP 舉辦期間參加 BoF 同好會！請至[此文件](https://docs.google.com/document/d/1s5u-4bw_hwKmhtpPA6pAalNF5Km91mLmdwMkxAUA1AE/edit?usp=sharing)找到您感興趣的活動，留下您的大名，準時出席！\r\n\r\n* Welcome to participate in the BoF sessions during COSCUP. Please check out [this document](https://docs.google.com/document/d/1s5u-4bw_hwKmhtpPA6pAalNF5Km91mLmdwMkxAUA1AE/edit?usp=sharing) to find the activities that interest you. Feel free to leave your name and join us on time!'}",[],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/SJiIkkkjn,,,,https://coscup.org/2023/session/7JMAPT,2023
WXTCCT,owkwbe,TR 310-1,2023-07-30 10:00:00,2023-07-30 10:30:00,中文,"{'title': 'LINE Beacon 介紹及大量建置經驗分享', 'description': 'LINE Beacon 是 LINE 所提供的追蹤工具，可以讓你透過藍牙追蹤使用者有沒有在 LINE Beacon 附近，並且還能讓你透過 LINE 免費回傳訊息給使用者。這個議程將會帶你認識 LINE Beacon 的相關技術細節，以及大量建置 LINE Beacon 的經驗分享。'}","{'title': 'LINE Beacon 介紹及大量建置經驗分享', 'description': 'LINE Beacon 是 LINE 所提供的追蹤工具，可以讓你透過藍牙追蹤使用者有沒有在 LINE Beacon 附近，並且還能讓你透過 LINE 免費回傳訊息給使用者。這個議程將會帶你認識 LINE Beacon 的相關技術細節，以及大量建置 LINE Beacon 的經驗分享。'}",['TWF33P'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/SJX3Gy1i2,,,https://youtu.be/4w07wUo0I_U,https://coscup.org/2023/session/WXTCCT,2023
MXCKWK,dp7v0x,TR 210,2023-07-29 15:30:00,2023-07-29 16:00:00,English,"{'title': 'Raspberry Pi for the business', 'description': ""Raspberry Pi is now recovering from its semiconductor shortage issue by COVID-19. However, it is still tough to get it, and we are still wondering if Raspberry Pi benefits our business.\r\nMasafumi will discuss Raspberry Pi's current status and how to do business with Raspberry Pi, reviewing the 'Cutie Pi,' a Taiwanese Raspberry Pi project.""}","{'title': 'Raspberry Pi for the business', 'description': ""Raspberry Pi is now recovering from its semiconductor shortage issue by COVID-19. However, it is still tough to get it, and we are still wondering if Raspberry Pi benefits our business.\r\nMasafumi will discuss Raspberry Pi's current status and how to do business with Raspberry Pi, reviewing the 'Cutie Pi,' a Taiwanese Raspberry Pi project.""}",['VRBHKF'],"['en', 'Beginner']",https://hackmd.io/@coscup/BktufkJo2,,,https://youtu.be/-Fq0N31_oGA,https://coscup.org/2023/session/MXCKWK,2023
YWWMBR,09zk2t,TR 214,2023-07-30 11:10:00,2023-07-30 11:40:00,中文,"{'title': '從自己玩 Side Project 到 貢獻開源', 'description': '想必有想過要如何進行開源貢獻的人，多少都有煩惱過要如何踏出第一步吧？<br>\r\n在議程中，我會分享我在社群中觀察到困難點<br>\r\n並講述我從開始玩 Side Project 到 實際開始貢獻開源的過程與心態上的轉變'}","{'title': 'From Playing with Side Projects to Contributing to Open Source', 'description': 'Many people have thought about how to contribute to open source and may have struggled with taking the first step.<br>\r\nIn this session, I will share the challenges I have observed in the community and discuss my journey from starting side projects to actually contributing to open source, including the mindset shift that occurred along the way.'}",['BRKKZG'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/H1z4Gkysh,,,https://youtu.be/YGAi_W9DnM4,https://coscup.org/2023/session/YWWMBR,2023
NZAEYY,c3l4ao,TR 210,2023-07-30 14:00:00,2023-07-30 14:30:00,English,"{'title': 'Zenoh: A Zero Overhead Network Protocol', 'description': ""The need for efficient and scalable data management and messaging protocols in distributed systems and IoT applications has become increasingly important in recent years. [Zenoh](https://zenoh.io/) is a new open-source protocol that addresses these issues by providing a lightweight, efficient, and scalable solution.\r\nIt takes a data-centric approach to communication, which focuses on the data itself rather than the location or identity of the devices producing or consuming the data.\r\n\r\nMoreover, Zenoh is built on **Rust**, a systems programming language known for its high performance, security, and reliability. Rust's unique features make Zenoh a fast and robust solution for managing and processing data in distributed systems and IoT applications.\r\n\r\nIn this talk, we will explore the architecture and features of Zenoh and discuss real-world use cases.""}","{'title': 'Zenoh: A Zero Overhead Network Protocol', 'description': ""The need for efficient and scalable data management and messaging protocols in distributed systems and IoT applications has become increasingly important in recent years. [Zenoh](https://zenoh.io/) is a new open-source protocol that addresses these issues by providing a lightweight, efficient, and scalable solution.\r\nIt takes a data-centric approach to communication, which focuses on the data itself rather than the location or identity of the devices producing or consuming the data.\r\n\r\nMoreover, Zenoh is built on **Rust**, a systems programming language known for its high performance, security, and reliability. Rust's unique features make Zenoh a fast and robust solution for managing and processing data in distributed systems and IoT applications.\r\n\r\nIn this talk, we will explore the architecture and features of Zenoh and discuss real-world use cases.""}",['LEW3DP'],"['en', 'Beginner']",https://hackmd.io/@coscup/SJLsf1kjn,,,https://youtu.be/SeEWWqI41sg,https://coscup.org/2023/session/NZAEYY,2023
B9VSYB,lx8gla,TR 509,2023-07-30 15:30:00,2023-07-30 16:00:00,中文,"{'title': '【數位】身為一個農民，使用聊天機器人做生意也是很正常的', 'description': '聊天機器人可以幫助農民什麼事? 直接讓農業銷售人員來講，簡單又暴力的內容，歡迎大家來聽聽。'}","{'title': '【數位】身為一個農民，使用聊天機器人做生意也是很正常的', 'description': '聊天機器人可以幫助農民什麼事? 直接讓農業銷售人員來講，簡單又暴力的內容，歡迎大家來聽聽。'}","['KV9WMD', 'WMGTWQ']","['zh-tw', 'Beginner']",https://hackmd.io/@coscup/SkO5z1ki3,,,https://youtu.be/_LW7QYJYO6s,https://coscup.org/2023/session/B9VSYB,2023
AHEXJF,zg1wor,AU,2023-07-29 10:50:00,2023-07-29 11:20:00,中文,"{'title': '替你的 Coroutine 加上測試', 'description': '單元測試能夠讓你的程式碼變得更強健，但是在非同步任務的範疇內，測試變得不太容易，因為任務會在不同的 Thread/Coroutine 上運行，而任務完成的時間可能會不一，根據不同的完成時間，可能會產生不同的測試結果。\r\n\r\n那麼要如何測試 Kotlin Coroutine 呢？\r\n\r\nKotlin Coroutine 函式庫內包含了 kotlinx-coroutine-test 類，在這裡面包含了許多針對 Kotlin Coroutine 所提供的方法。利用這些方法，我們就可以寫出簡單、易懂的 Coroutine 單元測試。'}","{'title': 'How to test your coroutine?', 'description': 'Unit testing can make your code more robust, but it becomes more challenging within the realm of asynchronous tasks. This is because tasks can run on different threads/coroutines, and the completion time may vary. Different completion times can lead to different test results.\r\n\r\nSo, how can we test Kotlin Coroutines?\r\n\r\nThe Kotlin Coroutine library includes the kotlinx-coroutine-test class, which provides various methods for testing Kotlin Coroutines. With the help of these methods, we can write simple and understandable Coroutine unit tests.'}",['GJA7GD'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/rk8fx1ysn,,,https://youtu.be/lT8bw8ZBDgg,https://coscup.org/2023/session/AHEXJF,2023
8PESUM,ifyh1o,TR 212,2023-07-29 13:15:00,2023-07-29 13:45:00,中文,"{'title': '可升級 Solidity 智能合約講解', 'description': '可升級功能在智能合約開發是相當重要的功能，許多項目都有添加此功能，以此避免已部署合約出現漏洞時，無法進行修正的狀況。\r\n\r\n此活動主要目的在於講解可升級智能合約，了解不同的實作方法的優缺點、背後原理、安全問題等等，適合有基礎智能合約開發經驗的人，會牽涉到 Transparent、UUPS、Beacon 等不同的升級模式，還有 proxy 背後原理，以及 openzeppelin upgrade 套件使用。'}","{'title': '可升級 Solidity 智能合約講解', 'description': '可升級功能在智能合約開發是相當重要的功能，許多項目都有添加此功能，以此避免已部署合約出現漏洞時，無法進行修正的狀況。\r\n\r\n此活動主要目的在於講解可升級智能合約，了解不同的實作方法的優缺點、背後原理、安全問題等等，適合有基礎智能合約開發經驗的人，會牽涉到 Transparent、UUPS、Beacon 等不同的升級模式，還有 proxy 背後原理，以及 openzeppelin upgrade 套件使用。'}",['39KDHM'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/HyXNbJks2,,,https://youtu.be/gxec30XSXp8,https://coscup.org/2023/session/8PESUM,2023
VFQUPG,6aws2r,TR 213,2023-07-30 11:45:00,2023-07-30 12:00:00,English,"{'title': 'Zoraxy - 用 Go 開發的新手向反向代理伺服器與集群管理小工具', 'description': '你有踩進 apache 設定檔的坑浪費了好幾個小時，卻還是沒辦法有效設定反向代理伺服器的經驗嗎？或是你有被 zerotier 的裝置上限阻礙你發展你的 IoT 網絡嗎？作為一個以興趣驅動的網頁開發者，我便把在工作時遇到的各種常見的技術問題和需求整合成一套簡單易懂的開源系統 - Zoraxy。讓只有基本網絡知識的使用者都能夠輕易設定自己的 homelab 集群~'}","{'title': 'Zoraxy - 用 Go 開發的新手向反向代理伺服器與集群管理小工具', 'description': '你有踩進 apache 設定檔的坑浪費了好幾個小時，卻還是沒辦法有效設定反向代理伺服器的經驗嗎？或是你有被 zerotier 的裝置上限阻礙你發展你的 IoT 網絡嗎？作為一個以興趣驅動的網頁開發者，我便把在工作時遇到的各種常見的技術問題和需求整合成一套簡單易懂的開源系統 - Zoraxy。讓只有基本網絡知識的使用者都能夠輕易設定自己的 homelab 集群~'}",['PSHHPD'],"['en', 'Beginner']",https://hackmd.io/@coscup/HyLCgkko2,,,https://youtu.be/SnAIN7oaLW4,https://coscup.org/2023/session/VFQUPG,2023
WLP38V,p449go,TR 213,2023-07-29 09:30:00,2023-07-29 10:00:00,English,"{'title': 'Laravel mock framework - Mockery source code browsing', 'description': ""We often use mock behaviors to optimize our unit test, so what is the operating logic behind these mock objects and related functions? Let's find out together!""}","{'title': 'Laravel mock framework - Mockery source code browsing', 'description': ""We often use mock behaviors to optimize our unit test, so what is the operating logic behind these mock objects and related functions? Let's find out together!""}",['LBMJUY'],"['en', 'Skilled']",https://hackmd.io/@coscup/Hkn1-JJjn,,,https://youtu.be/0vkP0kXbi4Q,https://coscup.org/2023/session/WLP38V,2023
NGJXFG,krme0l,TR 609,2023-07-30 10:30:00,2023-07-30 12:00:00,中文,"{'title': '開源星手村：桌遊體驗工作坊【場次三】', 'description': '你曾在疫情間用社群志工們做的「口罩地圖」買到口罩嗎？數發部唐鳳部長常常說，「仰賴『開源社群』的建議，優化了我們領三倍、五倍券及普發 6000 元的系統」，到底這個「社群」是什麼、這些「志工」又是誰、又有哪些魔力可以辦到這些呢？而還有哪些社群還做了那些有趣的事情呢？透過【開源星手村：桌遊體驗工作坊】讓你在遊戲中體驗到「社群」的魔力，認識其背後協作的機制，歡迎組隊、單獨報名桌遊工作坊，報名由此去：[https://i.coscup.org/OCFStarGame/CSO](https://i.coscup.org/OCFStarGame/CSO)'}","{'title': 'Open Source StarTer Village: Board Game Workshop III', 'description': '你曾在疫情間用社群志工們做的「口罩地圖」買到口罩嗎？數發部唐鳳部長常常說，「仰賴『開源社群』的建議，優化了我們領三倍、五倍券及普發 6000 元的系統」，到底這個「社群」是什麼、這些「志工」又是誰、又有哪些魔力可以辦到這些呢？而還有哪些社群還做了那些有趣的事情呢？透過【開源星手村：桌遊體驗工作坊】讓你在遊戲中體驗到「社群」的魔力，認識其背後協作的機制，歡迎組隊、單獨報名桌遊工作坊，報名由此去：[https://i.coscup.org/OCFStarGame/CSO](https://i.coscup.org/OCFStarGame/CSO)'}",['WUXBDZ'],"['zh-tw', 'Beginner']",,,,,https://coscup.org/2023/session/NGJXFG,2023
XXLBHK,tzawm1,TR 412-1,2023-07-30 10:15:00,2023-07-30 11:00:00,English,"{'title': 'Running CUDA on RISC-V', 'description': 'CUDA is the dominant language for parallel programming on GPU architecture, though other GPU programming languages, such as OpenCL and OpenMP exist. However, its use has been largely limited to NVIDIA devices, leading to recent efforts to enable its use on other platforms, such as CPUs and AMD/Intel GPUs. We aim to extend the reach of CUDA to RISC-V systems.'}","{'title': 'Running CUDA on RISC-V', 'description': 'CUDA is the dominant language for parallel programming on GPU architecture, though other GPU programming languages, such as OpenCL and OpenMP exist. However, its use has been largely limited to NVIDIA devices, leading to recent efforts to enable its use on other platforms, such as CPUs and AMD/Intel GPUs. We aim to extend the reach of CUDA to RISC-V systems.'}",['KWUR78'],"['en', 'Skilled']",https://hackmd.io/@coscup/S1boJkJi3,,,https://youtu.be/iHFkoQ1ZLKs,https://coscup.org/2023/session/XXLBHK,2023
JYETVA,udn73f,TR 209,2023-07-30 15:15:00,2023-07-30 15:45:00,中文,"{'title': '開開心心寫測試，你的程式碼也會微笑', 'description': '工程師們都知道寫測試很重要，但寫測試的過程也許會有點無趣（或不知道怎麼寫？）。跟其它的測試套件或框架相比，Pest 是個相對年輕的測試框架，但在國外的 PHP 社群的討論度越來越高。Pest 提供了簡單且語法豐富的測試框架，可以寫出可讀性更好或更容易維護的測試程式碼。\r\n\r\n讓我們一起開開心心寫著寫測試，看著你的程式碼一邊微笑 :)'}","{'title': '開開心心寫測試，你的程式碼也會微笑', 'description': '工程師們都知道寫測試很重要，但寫測試的過程也許會有點無趣（或不知道怎麼寫？）。跟其它的測試套件或框架相比，Pest 是個相對年輕的測試框架，但在國外的 PHP 社群的討論度越來越高。Pest 提供了簡單且語法豐富的測試框架，可以寫出可讀性更好或更容易維護的測試程式碼。\r\n\r\n讓我們一起開開心心寫著寫測試，看著你的程式碼一邊微笑 :)'}",['CG7AXW'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/rkbHeJyi3,,,https://youtu.be/YZQ2O8AS9Xg,https://coscup.org/2023/session/JYETVA,2023
YAQ3GX,sky48k,TR 615,2023-07-30 10:00:00,2023-07-30 10:30:00,English,"{'title': 'Exploring Autonomous Agents: Planning, Memory, Tool Use', 'description': 'In this talk, we delve into the realm of large language model-powered autonomous agents, the newest AI wave revolutionizing digital and physical interactions. Through examples of open-source projects like AutoGPT and BabyAGI, we will unravel the innovative aspects that make these agents stand out, including their prompt engineering techniques, memory system design, and the external toolset they use to augment their capabilities. \r\n\r\nWe will discuss their implementation, potential benefits, risks, and the ways in which open-source community can tap into their potential. This session aims to provide a comprehensive introduction to LLM-powered agents. Come join this exciting discussion about the anatomy of autonomy, which may define or destroy our future!'}","{'title': 'Exploring Autonomous Agents: Planning, Memory, Tool Use', 'description': 'In this talk, we delve into the realm of large language model-powered autonomous agents, the newest AI wave revolutionizing digital and physical interactions. Through examples of open-source projects like AutoGPT and BabyAGI, we will unravel the innovative aspects that make these agents stand out, including their prompt engineering techniques, memory system design, and the external toolset they use to augment their capabilities. \r\n\r\nWe will discuss their implementation, potential benefits, risks, and the ways in which open-source community can tap into their potential. This session aims to provide a comprehensive introduction to LLM-powered agents. Come join this exciting discussion about the anatomy of autonomy, which may define or destroy our future!'}",['LWB8YT'],"['en', 'Beginner']",https://hackmd.io/@coscup/rkeHzkJj3,,,https://youtu.be/lYJvsKYeh0w,https://coscup.org/2023/session/YAQ3GX,2023
U7VFQF,owcwx3,TR 311,2023-07-29 14:00:00,2023-07-29 14:30:00,中文,"{'title': '如何將程式教育帶進偏鄉，成為照亮學子未來職涯的光', 'description': '隨著 108 年課綱的修訂，「科技資訊與媒體素養」列入核心課程，但偏鄉的師資缺乏，如何真的導入資訊教育？教學現場有少數的成功，也有不少挫敗，我們究竟要如何促進資訊教育的平等呢？'}","{'title': '如何將程式教育帶進偏鄉，成為照亮學子未來職涯的光', 'description': '隨著 108 年課綱的修訂，「科技資訊與媒體素養」列入核心課程，但偏鄉的師資缺乏，如何真的導入資訊教育？教學現場有少數的成功，也有不少挫敗，我們究竟要如何促進資訊教育的平等呢？'}",['UWCTAX'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/r15kg1yin,,,https://youtu.be/c79P3cUZMgU,https://coscup.org/2023/session/U7VFQF,2023
LUALXW,ifyh1o,TR 212,2023-07-29 14:45:00,2023-07-29 15:15:00,中文,"{'title': 'Sui Network - When DAG meets Move language', 'description': '1. Brief introduction to Sui Network (2 mins)\r\n2. DAG and Object-centric architecture (10 mins)\r\n3. Move language and its main features (10 mins)\r\n4. Sui-Move: the advanced Move language (10 mins)\r\n5. Sui-Move code and Sui CLI example (13 mins)'}","{'title': 'Sui Network - When DAG meets Move language', 'description': '1. Brief introduction to Sui Network (2 mins)\r\n2. DAG and Object-centric architecture (10 mins)\r\n3. Move language and its main features (10 mins)\r\n4. Sui-Move: the advanced Move language (10 mins)\r\n5. Sui-Move code and Sui CLI example (13 mins)'}",['GL9KKF'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/HycN-kyon,,,https://youtu.be/3k-Eyh9RHqk,https://coscup.org/2023/session/LUALXW,2023
J7RHCH,zg1wor,AU,2023-07-29 10:10:00,2023-07-29 10:40:00,中文,"{'title': '自家用 Kotlin 爬蟲實戰：以統整多平台 Podcast 聆聽數據為例', 'description': '使用爬蟲截取網頁上的資訊已是常見的資料處理技術。由於數據分析的盛行，市面上的教學大多以 Python 示例。但其實剖析爬蟲技術的核心，坐擁 JVM 生態系的 Kotlin 也能輕鬆辦到。在這場分享裡，將會以 Kotlin 爐邊漫談 Podcast 節目製作組需要統整各平台聆聽數的需求為例，說明如何使用 JVM 生態系的解析套件及爬蟲框架抓取目標資料並整理儲存至資料庫。另外，也會針對不同的資料格式來源、定時排程等延伸主題進行討論。聽完這場分享後，Kotlin 初學者也能快速上手，快速成為爬蟲擷取能手。'}","{'title': 'Home-made Web Crawler by Kotlin: Aggregating Podcast Listening Data from Multiple Platforms', 'description': ""Using web crawler to extract information from web pages is a common practice in data processing. While most tutorials on the internet use Python to demonstrate web scraping, it's worth noting that Kotlin, with its strong inherit from the JVM ecosystem, can also do it effortlessly. In this talk, we will explore how Kotlin can be leveraged to address the needs of the Kotlin Fireside Chat podcast team to aggregate listening data from various platforms. We will demonstrate how to use JVM ecosystem libraries and tools to retrieve target data and store it into a database. Additionally, we will discuss topics such as handling different formats, parallel running, and scheduling. By the end of this talk, even Kotlin beginners will be able to quickly get started making a crawler.""}",['S3HPPG'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/HJmzxJyj2,,,https://youtu.be/p-iXO4kMOsk,https://coscup.org/2023/session/J7RHCH,2023
DEA9PW,wez7pu,TR 310-1,2023-07-30 13:30:00,2023-07-30 14:00:00,中文,"{'title': '有系統最安心？科技手段的正當程序', 'description': '身處資訊社群中，我們往往會不經意的試圖自動化許多流程——從工作分配的方式、會議時間的敲定、工作人員的招募與財務報支，有太多行政手續是可以用電子化表單甚至系統取代的了。然而在追求便利、統一、效率的同時，我們又交換掉了什麼呢？這場議程將會用類似讀書心得分享的方式，跟大家談談對數位系統自動化的反思與過程中應當納入考量的各式正當程序 (due process) 保障。'}","{'title': '“Trust the System?” Due Process Considerations of Algorithmic Decision-Making', 'description': 'The session will reflect on necessary procedural safeguards of information systems in a relaxed manner.\r\n\r\nFor us developers, there is often an unconscious urge to automate whatever process we have on hand. From mundane tasks, like meeting time arrangement, to the extent of handling staff recruitment or financial aid, there are numerous administrative procedures that can be replaced with electronic forms or even complex systems. In our ultimate pursuit of convenience, uniformity, and efficiency, however, seldom do we look back and ask “what is the catch?” This session will engage in a study group-like discussion to explore on the consequences of automating digital systems and the necessary due process considerations before and after such implementation.'}",['Q9CTVF'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/HJHPmyyin,,,https://youtu.be/s-HOmyPr-FU,https://coscup.org/2023/session/DEA9PW,2023
YMWBGJ,tzawm1,TR 412-1,2023-07-30 13:40:00,2023-07-30 14:10:00,English,"{'title': 'Caravel SoC FPGA Validation Platform', 'description': 'We are Boledu Foundation. Our missions are (1) Target and Extend the Google Open Source Silicon program and (2) to Design hands-on lab materials for training, (3) Promote IC education.\r\nFor the Caravel Harness, We have developed a Caravel FPGA validation platform. In addition, we also develop a software debugging framework which includes GDBWave, and a Riscv-Tracer to facilitate the verification process. The GDBWave parses the waveform after RTL simulation to manipulate GDB debugging with VexRiscv CPU. The Riscv-Tracer helps to translate waveform display to Riscv instructions representation.\r\nThe Caravel FPGA validation system enables users quickly prototype their user project design on the Xilinx PYNQ board. In addition, the FPGA design and hardware bitstream can be developed using the Vitis tool free from Xilinx, Then be validated on Boledu online PYNQ board with Jupyter Python3 testbench.'}","{'title': 'Caravel SoC FPGA Validation Platform', 'description': 'We are Boledu Foundation. Our missions are (1) Target and Extend the Google Open Source Silicon program and (2) to Design hands-on lab materials for training, (3) Promote IC education.\r\nFor the Caravel Harness, We have developed a Caravel FPGA validation platform. In addition, we also develop a software debugging framework which includes GDBWave, and a Riscv-Tracer to facilitate the verification process. The GDBWave parses the waveform after RTL simulation to manipulate GDB debugging with VexRiscv CPU. The Riscv-Tracer helps to translate waveform display to Riscv instructions representation.\r\nThe Caravel FPGA validation system enables users quickly prototype their user project design on the Xilinx PYNQ board. In addition, the FPGA design and hardware bitstream can be developed using the Vitis tool free from Xilinx, Then be validated on Boledu online PYNQ board with Jupyter Python3 testbench.'}",['9TRNXW'],"['en', 'Skilled']",https://hackmd.io/@coscup/ryAjJkkjn,,,https://youtu.be/nJSvdKyAE6Q,https://coscup.org/2023/session/YMWBGJ,2023
QLZUQ8,u55j6p,TR 312,2023-07-30 15:20:00,2023-07-30 15:50:00,中文,"{'title': 'Firebase建構GDG Taiwan社群後臺經驗分享', 'description': 'Firebase提供了一個全面而強大的後臺解決方案，可以幫助GDG Taiwan社群組織者有效地管理和運營社群，促進成員之間的互動和合作，同時提供詳盡的數據分析，以優化社群的發展和成果。'}","{'title': 'Firebase建構GDG Taiwan社群後臺經驗分享', 'description': 'Firebase提供了一個全面而強大的後臺解決方案，可以幫助GDG Taiwan社群組織者有效地管理和運營社群，促進成員之間的互動和合作，同時提供詳盡的數據分析，以優化社群的發展和成果。'}",['FMRCAJ'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/HkDxfk1j3,,,https://youtu.be/SbAK3RPi-sA,https://coscup.org/2023/session/QLZUQ8,2023
QF9FYU,okn99d,TR 615,2023-07-29 15:20:00,2023-07-29 15:50:00,中文,"{'title': 'TinyML新玩法─揮揮手馬上就能變身簡報播放遙控器', 'description': '一般播放PowerPoint簡報時都需要一組無線遙控器來控制播放下一頁動作，這裡使用運動手勢就能代替簡報遙控器。主要使用Seeed Xiao nRF52840 Sense(Arduino Nano33 BLE Sense同級產品）作成類似運動手環裝置，並利用開發板上的運動感測器及Edge Impulse TinyML雲端開發平台來訓練運動手勢模型，最後產生Arduino源碼，手動整合BLE HID功能，就能以手勢變成電腦上的按鍵按下，藉此來控制簡報播放。'}","{'title': 'TinyML新玩法─揮揮手馬上就能變身簡報播放遙控器', 'description': '一般播放PowerPoint簡報時都需要一組無線遙控器來控制播放下一頁動作，這裡使用運動手勢就能代替簡報遙控器。主要使用Seeed Xiao nRF52840 Sense(Arduino Nano33 BLE Sense同級產品）作成類似運動手環裝置，並利用開發板上的運動感測器及Edge Impulse TinyML雲端開發平台來訓練運動手勢模型，最後產生Arduino源碼，手動整合BLE HID功能，就能以手勢變成電腦上的按鍵按下，藉此來控制簡報播放。'}",['7TFCEC'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/S1Dcykksh,,,https://youtu.be/HxnjNGnKn2Y,https://coscup.org/2023/session/QF9FYU,2023
7NXV7C,g036mp,TR 310-1,2023-07-29 11:30:00,2023-07-29 12:00:00,English,"{'title': 'How to use verilator', 'description': 'Share my views on verilog coding paradigm'}","{'title': 'How to use verilator', 'description': 'Share my views on verilog coding paradigm'}",['HVK3WB'],"['en', 'Beginner']",https://hackmd.io/@coscup/rySKekksh,,,https://youtu.be/nRyf2fCu9z4,https://coscup.org/2023/session/7NXV7C,2023
FX39FV,2xl65n,TR 510,2023-07-30 11:20:00,2023-07-30 11:50:00,中文,"{'title': '帶您讀 MobX', 'description': '读 MobX 源码，手写实现最基础最核心的 observable 与 observer'}","{'title': '帶您讀 MobX', 'description': '读 MobX 源码，手写实现最基础最核心的 observable 与 observer'}",['MR8TBC'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/BJ0M1Jki3,,,https://youtu.be/GwUcteRsEYU,https://coscup.org/2023/session/FX39FV,2023
LVGFDA,ifyh1o,TR 212,2023-07-29 10:45:00,2023-07-29 11:15:00,中文,"{'title': 'MEV 生態的進展', 'description': '理解 MEV 的五個階段：\r\n1. 否認\r\n2. 憤怒\r\n3. 討價還價\r\n4. 沮喪\r\n5. 接受\r\n你在哪一個階段？\r\n\r\n從 Flashboy 2.0 論文出來，到 Gas War 越來越少，再到現在，MEV 生態發生了什麼變化？MEV 問題變得更好還是更壞？有什麼機制能帶領我們遠離區塊鏈的反烏托邦平行宇宙 - 由大型 MEV 企業把持 PoS Validator，任意榨取使用者 MEV、審查使用者交易？'}","{'title': 'MEV 生態的進展', 'description': '理解 MEV 的五個階段：\r\n1. 否認\r\n2. 憤怒\r\n3. 討價還價\r\n4. 沮喪\r\n5. 接受\r\n你在哪一個階段？\r\n\r\n從 Flashboy 2.0 論文出來，到 Gas War 越來越少，再到現在，MEV 生態發生了什麼變化？MEV 問題變得更好還是更壞？有什麼機制能帶領我們遠離區塊鏈的反烏托邦平行宇宙 - 由大型 MEV 企業把持 PoS Validator，任意榨取使用者 MEV、審查使用者交易？'}",['CEYQ7B'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/r13QW11o3,,,https://youtu.be/wzpIQclb8gI,https://coscup.org/2023/session/LVGFDA,2023
