id,avatar,zh,en,year,unique_id
S3HPPG,https://pretalx.coscup.org/media/avatars/IMG_7046-crop_bMHtm5Z.jpeg,"{'name': '范圣佑', 'bio': 'JetBrains 技術傳教士，負責推廣 Kotlin、JetBrains IDE 及相關技術。平時醉心於技術研究，專注於 Web、後端技術及能提升生產力的技巧，致力於將複雜的技術名詞用通俗易懂的方式讓新手也能吸收。工作之餘也是多年技術社群志工，積極參與開源社群運作。'}","{'name': '范圣佑', 'bio': 'Shengyou is a developer advocate in JetBrains. In charge of promoting technology such as Kotlin, JetBrains IDE and providing solutions. He is passionate about researching new technology, including web technology, backend development, skills that increase productivity, and introducing it in an easy-to-understand way. In his spare time, he is deeply involved in open source technologies and communities for years.'}",2024,S3HPPG
LSQVUP,https://pretalx.coscup.org/media/avatars/%E9%96%83%E9%9B%BB%E7%A7%8002_CL2hciY.jpg,"{'name': '張健勳', 'bio': '我是張健勳，來自工業發達的高雄。父親是弱電工程和電子領域的專業人士，他的工作激發了我對電子設備工作原理的好奇，也因如此，我踏入了程式設計領域。在高中時，我選擇了技職體系就讀，在高雄市立中正高工資訊科的三年不但考取了多張證照，更參與了不同的課外活動，包括資訊研究社和Python深度學習電腦視覺應用設計課程。同時也擔任志工，幫助圖書館資訊組檢修校園資訊廣播設備。\r\n\r\n到了大學時期，我以技優甄審入學並選擇了國立臺中科技大學的智慧生產工程系，這是一個跨領域結合的科系。在大學時期我接觸了開源社群，也有這樣的機會參加了不同的資訊研討會，也曾於COSCUP閃電秀上發表，社群交流下使我受益良多。\r\n\r\n在其他空閒時間，我勇於嘗試不同的新事物。對我而言，面對挑戰是成長的機會，我以專注和堅持的態度克服困難。這種積極的態度使我能夠靈活應對各種情況，並在處理工作上展現出高效率和解決問題的能力。我志在成為一位具有扎實專業知識的工程師。我的目標是持續投身於軟體開發領域，並透過創新與貢獻，為這個領域帶來新的價值與成就。我堅信自己具備持續學習、解決問題的能力，期待在軟體開發這條路上發光發熱，成為一位全能的軟體工程師。'}","{'name': '張健勳', 'bio': 'Embarking on the Path of Software Engineering\r\n\r\nMy name is Chien-Hsun Chang, and I come from the industrially developed city of Kaohsiung. My father is a professional in the fields of telecommunications engineering and electronics, and his work has sparked my curiosity about the workings of electronic devices. As a result, I ventured into the field of programming. Since childhood, I have aspired to become a software engineer, a dream that has never wavered. The elders have long foreseen the future of information engineering and provided their support. I aspire to integrate this passion for technology and my vision for the future into my career, contributing professional skills and enthusiasm. Having completed 12 years of comprehensive education, I have developed balanced skills and rich experiences in morality, intelligence, physical fitness, group activities, and aesthetics, enabling me to face various challenges.\r\n\r\nTechnical Education Laying the Foundation\r\n\r\nUpon entering university, I was admitted through technical excellence admission and chose the Department of Intellgent Production Engineering at National Taichung University of Science and Technology. This interdisciplinary program combines various fields such as information engineering, artificial intelligence, smart manufacturing, and statistics, allowing me to apply my expertise to a wide range of projects and become a well-rounded individual. During my university years, I became involved in the open-source community and had the opportunity to participate in various information seminars. I even presented at COSCUP Lightning Talks, benefiting greatly from community exchanges. These learning experiences not only enrich my life but also accumulate diverse experiences for my future career. Additionally, to enhance my competitiveness, I actively participated in various competitions, demonstrating my abilities in software development and computer applications.\r\n\r\nApplying Knowledge to Practice, Accumulating Practical Experience\r\n\r\nOutside of my studies, I cherish my spare time and actively engage in practical work. A mentor once advised me, ""Even when working during the school term, choose jobs that require strong expertise, not just tasks that everyone can easily handle."" Following this advice, I became a teaching assistant for the Kaohsiung Information Education Association\'s C++ camp during high school. During my university years, I participated in National Science Council projects and served as a lecturer at the Yuan Chuang Li Programming School, accumulating multiple experiences in online and offline programming teaching. These experiences prove that I not only meet industry standards but also give me confidence to face future challenges.\r\n\r\nPassion and Ability Combined, Pursuing Excellence\r\n\r\nIn my spare time, I am immersed in researching various topics related to machinery and computer hardware and software. My passion combined with my expertise allows me to progress smoothly at every stage and to boldly try new things. When others seek my help, I am happy to provide thoughtful support and advice. For me, facing challenges is an opportunity for growth. I overcome difficulties with focus and perseverance. This positive attitude enables me to adapt flexibly to various situations and demonstrate efficiency and problem-solving skills in my work. I aim to become an engineer with solid professional knowledge, continuously devoting myself to the field of software development and bringing new value and achievements through innovation and contributions. I firmly believe in my ability to continue learning and solving problems and look forward to shining in the field of software development, becoming a versatile software engineer.'}",2024,LSQVUP
BYJCDZ,https://pretalx.coscup.org/media/avatars/IMG_0281_2_aZgFLUZ.jpg,"{'name': 'Terry Fusyuan Wang (@tofus)', 'bio': '-'}","{'name': 'Terry Fusyuan Wang (@tofus)', 'bio': '-'}",2024,BYJCDZ
FTPLAK,https://pretalx.coscup.org/media/avatars/IMG_9264_cOantvB.JPG,"{'name': '蔡佳誠', 'bio': '正在朝 Web3 Security Researcher 的路上前進！'}","{'name': '蔡佳誠', 'bio': '正在朝 Web3 Security Researcher 的路上前進！'}",2024,FTPLAK
YA9Q7B,https://pretalx.coscup.org/media/avatars/SC_06473_8sgikOL.JPEG,"{'name': '蔡嘉平', 'bio': '一個喜好技術的宅宅，細節請見：\r\n\r\nwww.chia7712.tw'}","{'name': '蔡嘉平', 'bio': '一個喜好技術的宅宅，細節請見：\r\n\r\nwww.chia7712.tw'}",2024,YA9Q7B
GWKATZ,https://www.gravatar.com/avatar/06c29ad279a4604b9e44e959154646ea?s=1024&d=identicon&r=g,"{'name': '胡智勇', 'bio': '[终身学习者，热爱读书、写作、编码。坚持20余年在写个人博客：胡涂说(hutusi.com)。](https://hutusi.com/)'}","{'name': '胡智勇', 'bio': '终身学习者，热爱读书、写作、编码。坚持20余年在写个人博客：胡涂说(hutusi.com)。'}",2024,GWKATZ
BGF3WA,https://pretalx.coscup.org/media/avatars/sd4Sk5rd_400x400_KMmd1Zy.jpg,"{'name': 'Laurence Chen', 'bio': 'IT 顧問、講者、作家。喜歡快速迭代 (fast iteration) 與提高產出。\r\n\r\n台灣 Clojure 社群, dbt taipei 社群線下活動主持人\r\nREPLWARE CEO\r\n\r\n網站：https://replware.dev/\r\n電子報：https://replware.substack.com/'}","{'name': 'Laurence Chen', 'bio': 'IT 顧問、講者、作家。喜歡快速迭代 (fast iteration) 與提高產出。\r\n\r\n台灣 Clojure 社群, dbt taipei 社群線下活動主持人\r\nREPLWARE CEO\r\n\r\n網站：https://replware.dev/\r\n電子報：https://replware.substack.com/'}",2024,BGF3WA
9FCJX9,https://pretalx.coscup.org/media/avatars/Cyan_NZB5PgR.jpg,"{'name': 'Cyan', 'bio': 'Coder x Reader x Writer.\r\n\r\nWorking at imToken Labs as a Blockchain Engineer, recently focusing on AA research.'}","{'name': 'Cyan', 'bio': 'Coder x Reader x Writer.\r\n\r\nWorking at imToken Labs as a Blockchain Engineer, recently focusing on AA research.'}",2024,9FCJX9
H9YTTJ,https://pretalx.coscup.org/media/avatars/icon_BM0SbM8.jpg,"{'name': 'Cindy', 'bio': '大家好，我是 Cindy，目前在 DEVCORE 當開發工程，5 年以上 Rails 開發經驗，喜歡 Ruby。'}","{'name': 'Cindy', 'bio': '大家好，我是 Cindy，目前在 DEVCORE 當開發工程，5 年以上 Rails 開發經驗，喜歡 Ruby。'}",2024,H9YTTJ
WTF7TW,https://www.gravatar.com/avatar/e94e2dfcd42fa631b027c89ddf8d0b62?s=1024&d=identicon&r=g,"{'name': 'dboyliao', 'bio': '-'}","{'name': 'dboyliao', 'bio': '-'}",2024,WTF7TW
NUNYHF,https://www.gravatar.com/avatar/f6bf5b28632e694287d918ed22b53bd9?s=1024&d=identicon&r=g,"{'name': 'Ruddy 老師', 'bio': '◆ 具有超過40年的工程師經歷，擅長敏捷開發，著作有 : 精實開發與看板方法、Windows Azure雲端開發、WF工作流程引擎程式設計、微軟 VSTS 開發實戰等書。\r\n◆ 為專業的軟體開發顧問、Scrum及看板課程教學的講師。\r\n◆ 近年來；致力於推廣「開發者體驗」，專注於協助開發團隊與研發工程師的自我成長及實踐敏捷開發。曾擔任過四家資訊公司的研發部經理。現任集英信誠 \r\n   Mentor Trust 公司的敏捷顧問。\r\n◆ 為經常往返於二岸的精實佈道師。'}","{'name': 'Ruddy 老師', 'bio': '◆ 具有超過40年的工程師經歷，擅長敏捷開發，著作有 : 精實開發與看板方法、Windows Azure雲端開發、WF工作流程引擎程式設計、微軟 VSTS 開發實戰等書。\r\n◆ 為專業的軟體開發顧問、Scrum及看板課程教學的講師。\r\n◆ 近年來；致力於推廣「開發者體驗」，專注於協助開發團隊與研發工程師的自我成長及實踐敏捷開發。曾擔任過四家資訊公司的研發部經理。現任集英信誠 \r\n   Mentor Trust 公司的敏捷顧問。\r\n◆ 為經常往返於二岸的精實佈道師。'}",2024,NUNYHF
LCRKYN,https://www.gravatar.com/avatar/694dd19a73779e4f487e0f49b7eff72e?s=1024&d=identicon&r=g,"{'name': 'Matt Wang', 'bio': '-'}","{'name': 'Matt Wang', 'bio': '-'}",2024,LCRKYN
GCJB7F,https://pretalx.coscup.org/media/avatars/P1180755_bP3oWY5.JPG,"{'name': 'Wei Lee', 'bio': '-'}","{'name': 'Wei Lee', 'bio': '-'}",2024,GCJB7F
CG7AXW,https://pretalx.coscup.org/media/avatars/120949480_10156480854097537_7900864902824067138_n_67eVFOj.jpg,"{'name': '高見龍', 'bio': '網站程式開發者 / 講師 / 遊戲宅 / 漫畫宅，喜愛非主流的新玩具。個性愛現，所以學會新把戲就迫不急待想跟大家分享。著有《為你自己學 Git》以及《為你自己學 Ruby on Rails》等暢銷書籍。'}","{'name': '高見龍', 'bio': '網站程式開發者 / 講師 / 遊戲宅 / 漫畫宅，喜愛非主流的新玩具。個性愛現，所以學會新把戲就迫不急待想跟大家分享。著有《為你自己學 Git》以及《為你自己學 Ruby on Rails》等暢銷書籍。'}",2024,CG7AXW
BBF37K,https://pretalx.coscup.org/media/avatars/IMG_1896_lZ7WpYc.JPG,"{'name': 'Ak', 'bio': '郭慕天（Ak）是對 AI 研究和網頁開發有熱忱的高三學生。目前專精在研究大型語言模型（LLM），並寫過兩篇學術論文，一篇被 IJCAI’23 Symposium on LLMs 錄取，另一篇則在 AAAI’24 Student Abstract Program 刊登。Ak 過往也接觸過網頁開發，寫過 Speakup（https://github.com/burnedinthesky/Speakup），一個致力於促進理性網路交流的社群平台。很期待在 COSCUP 中與各位交流！'}","{'name': 'Ak', 'bio': 'Andrew Kuo (Ak) is a high school senior passionate about AI research and web development. He specializes in researching large language models (LLMs) and has authored two academic papers: one accepted at the IJCAI’23 Symposium on LLMs and the other published in the AAAI’24 Student Abstract Program. Ak has also engaged in web development and created Speakup (https://github.com/burnedinthesky/Speakup), a social platform dedicated to promoting rational online communication. He is looking forward to interacting with everyone at COSCUP!'}",2024,BBF37K
NZW7WA,https://pretalx.coscup.org/media/avatars/1714983092168_bEJ71s9.jpeg,"{'name': 'Helen', 'bio': 'XREX- 資安工程師\r\n專注於反洗錢鏈上分析和Web3詐騙手法的研究，對於網絡安全一直抱有濃厚的興趣。雖然Web3技術的進步令人興奮，但隨著我的研究，我也意識到許多人成為受害者，造成龐大的資產損失。我希望透過分享我的發現，提高大家對於黑暗森林風險的警覺，以減少更多人受到傷害！'}","{'name': 'Helen', 'bio': 'XREX- 資安工程師\r\n專注於反洗錢鏈上分析和Web3詐騙手法的研究，對於網絡安全一直抱有濃厚的興趣。雖然Web3技術的進步令人興奮，但隨著我的研究，我也意識到許多人成為受害者，造成龐大的資產損失。我希望透過分享我的發現，提高大家對於黑暗森林風險的警覺，以減少更多人受到傷害！'}",2024,NZW7WA
LAMZZQ,https://www.gravatar.com/avatar/0cfebe5a88cac67ad7fd03ab95e11f72?s=1024&d=identicon&r=g,"{'name': 'Eric Huang', 'bio': 'Certified Kubernetes Administrator and conscientious software engineer'}","{'name': 'Eric Huang', 'bio': 'Certified Kubernetes Administrator and conscientious software engineer'}",2024,LAMZZQ
HYQJNJ,https://pretalx.coscup.org/media/avatars/%E4%B8%8B%E8%BC%89_VilYoij.jpg,"{'name': '農業開放資料社群 Community of Open Data for Agriculture', 'bio': '阿柴，現任三陽工業(對就是那個迪爵、DRG、曼巴車車的產地)碳管理師，專長是碳盤查與企業ESG規劃，具備環境部溫室氣體查驗人員資格、財團法人農業科技研究院碳足跡主導查證員資格、環境管理內部查證員資格。擅長農業查證業務，包含豆類加工品、肉品、企業數位平台永續效益確效、產品與服務減碳效益簡易盤查。\r\n\r\n阿柴的理念：和我一起，讓永續變成一門好生意吧。'}","{'name': '農業開放資料社群 Community of Open Data for Agriculture', 'bio': '阿柴，現任三陽工業(對就是那個迪爵、DRG、曼巴車車的產地)碳管理師，專長是碳盤查與企業ESG規劃，具備環境部溫室氣體查驗人員資格、財團法人農業科技研究院碳足跡主導查證員資格、環境管理內部查證員資格。擅長農業查證業務，包含豆類加工品、肉品、企業數位平台永續效益確效、產品與服務減碳效益簡易盤查。\r\n\r\n阿柴的理念：和我一起，讓永續變成一門好生意吧。'}",2024,HYQJNJ
